Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2030-12,202408,18027,48448,14864,157890,87097,11296,8025,4596,2463,30.11,1,119.21,220435,327620,-107185
2031-01,212890,23075,40746,13893,127504,97492,6339,20531,1925,3210,100.99,0,103.93,235965,306505,-70540
2031-02,116572,27031,29509,14635,106215,233108,20440,17156,3038,1389,84.41,0,131.37,143603,421063,-277460
2031-03,223635,37263,29098,13308,181731,80159,21068,27223,3197,2785,69.57,1,92.24,260898,352587,-91689
2031-04,210499,41518,35946,9380,136742,112904,24905,8903,2317,951,143.54,1,144.7,252017,328780,-76763
2031-05,305986,28548,24665,7538,105924,141596,19818,27547,2155,2187,139.99,0,124.0,334534,327088,7446
2031-06,424255,11184,45193,8634,155154,142491,13438,5249,4967,3870,17.44,0,149.51,435439,370159,65280
2031-07,401190,38772,47964,10549,152506,242313,20620,31449,1702,421,219.8,0,110.02,439962,505401,-65439
2031-08,270728,33983,30812,13683,99233,213425,18263,31579,1728,3212,102.17,1,109.3,304711,406995,-102284
2031-09,141288,46277,31414,8669,182137,151735,27863,5712,1050,1330,191.96,1,115.18,187565,407530,-219965
2031-10,109747,16474,47486,5371,167865,159425,10076,38764,2440,1072,62.75,1,111.37,126221,428987,-302766
2031-11,413508,49232,39007,12535,100652,121490,21959,34700,2414,3142,125.22,0,132.63,462740,330343,132397
2031-12,468898,16802,42488,8752,166471,242382,28907,22497,2971,688,171.81,1,136.93,485700,511497,-25797
2032-01,275585,29079,24882,9326,185455,227590,13141,16649,3824,3506,131.67,0,149.04,304664,477043,-172379
2032-02,141148,26457,46673,6549,102705,216934,16446,39722,4268,3926,92.29,0,116.39,167605,429029,-261424
2032-03,463489,29383,23148,12446,116971,234331,23295,17223,2016,1318,244.53,1,95.53,492872,427414,65458
2032-04,208987,37229,34566,6363,168486,235312,27749,7251,1750,1457,144.05,1,117.45,246216,479727,-233511
2032-05,199768,39965,24454,5247,190105,171479,19619,33937,2102,2166,12.59,0,92.09,239733,444841,-205108
2032-06,188647,13242,34037,13128,128981,179595,14662,37315,1223,3971,215.83,0,99.0,201889,407718,-205829
2032-07,204648,18876,20149,13952,182386,216723,15049,39135,3792,3373,116.24,0,145.17,223524,487394,-263870
2032-08,330946,16175,45238,5788,154218,196315,28508,27629,3966,776,114.83,1,131.53,347121,457696,-110575
2032-09,111478,22916,32467,12457,185217,239691,25958,6241,1130,2488,1.22,1,98.99,134394,502031,-367637
2032-10,201491,16744,38229,10868,104736,59471,15151,6398,2513,3742,83.86,1,149.25,218235,234853,-16618
2032-11,168908,15010,29969,11220,96079,128436,27654,17314,1094,2958,261.01,0,139.42,183918,310672,-126754
2032-12,137699,17226,23184,9732,100953,81431,10342,19455,2312,2981,26.42,1,111.42,154925,245097,-90172
2033-01,444277,17277,49445,8008,144015,77539,27760,25395,4403,2763,207.94,0,148.57,461554,332162,129392
2033-02,249327,33315,35267,7252,104844,183218,26177,39244,3223,3747,66.29,0,129.96,282642,396002,-113360
2033-03,352228,46785,28941,13027,152798,211450,29378,17353,2288,1821,200.45,1,122.37,399013,452947,-53934
2033-04,153099,45258,48357,10903,189225,200366,27000,35351,1220,1776,191.22,1,121.09,198357,511202,-312845
2033-05,307879,14039,20430,13536,174229,71328,23926,19856,702,1063,400.64,0,89.87,321918,323305,-1387
2033-06,444290,26629,27403,8070,171456,66468,22359,36412,540,1690,755.07,0,84.82,470919,332168,138751
2033-07,144271,42586,26586,14216,159311,154970,11627,27864,4488,1886,-25.55,0,144.86,186857,394574,-207717
2033-08,410224,16606,37137,8157,181588,191783,16560,31671,1052,1656,415.45,1,149.94,426830,466896,-40066
2033-09,280243,29457,25858,14085,160986,113303,6733,8372,1660,1189,117.48,1,137.89,309700,329337,-19637
2033-10,363219,23310,32475,13313,140262,152181,18804,20147,2374,2062,179.68,1,119.74,386529,377182,9347
2033-11,370135,35490,37484,7430,155903,200833,29658,29450,623,1971,635.11,0,99.1,405625,460758,-55133
2033-12,409519,11240,29766,7851,93423,89589,17866,11518,1367,3592,240.67,1,103.1,420759,250013,170746
2034-01,226811,43271,30582,14632,89066,246730,14504,26885,4326,3247,191.87,0,141.95,270082,422399,-152317
2034-02,473906,48112,45287,10036,125513,86317,20862,19955,1886,971,124.19,0,82.8,522018,307970,214048
2034-03,487661,32906,28447,8714,99075,205855,8871,26150,2174,1411,265.46,1,125.9,520567,377112,143455
2034-04,255471,27353,23563,10566,122602,200156,10276,33929,4390,585,47.29,1,120.3,282824,401092,-118268
2034-05,465152,39471,27249,13236,181730,157627,6673,9925,4061,2989,169.8,0,95.07,504623,396440,108183
2034-06,312701,25082,41158,8178,123562,53958,16447,38426,1294,1629,207.79,0,112.52,337783,281729,56054
2034-07,490572,24835,22200,12472,169637,98709,14277,36672,4427,1079,32.09,0,105.19,515407,353967,161440
2034-08,461790,10269,42075,7851,181390,126743,18334,15941,789,3391,541.7,1,141.35,472059,392334,79725
2034-09,367547,47808,24870,8586,181324,126312,11641,38860,3433,568,136.83,1,120.93,415355,391593,23762
2034-10,159901,17349,46366,14573,188178,196769,25004,9063,4716,1156,83.19,1,137.49,177250,479953,-302703
2034-11,475954,32437,44027,9386,149537,88101,19652,24372,3407,1158,195.62,0,119.4,508391,335075,173316
2034-12,477123,11803,35235,5748,147826,72565,16232,24987,535,2312,803.65,1,101.05,488926,302593,186333
2035-01,232094,28279,31082,10774,195021,139040,26418,14024,3632,3656,129.47,0,140.34,260373,416359,-155986
2035-02,325344,22043,27873,14406,197286,137306,17259,25187,1317,2729,165.99,0,91.2,347387,419317,-71930
2035-03,471941,18571,44453,14996,180546,165731,23798,36284,3197,3535,121.87,1,99.48,490512,465808,24704
2035-04,231774,12957,32360,13185,159865,135963,24663,39457,4715,468,44.53,1,144.24,244731,405493,-160762
2035-05,311546,41475,46633,9133,135827,110300,29553,6936,633,3067,505.47,0,112.77,353021,338382,14639
2035-06,384578,25235,24702,12781,192513,235608,11267,13377,2509,3188,156.78,0,124.22,409813,490248,-80435
2035-07,326566,25858,41430,14432,89939,143411,21743,32215,2644,3023,183.94,0,108.89,352424,343170,9254
2035-08,170839,15705,46604,11265,177284,167801,18349,11758,1246,3101,174.16,1,127.82,186544,433061,-246517
2035-09,375400,29648,33824,11789,185119,221558,29293,17825,4079,1876,131.37,1,90.02,405048,499408,-94360
2035-10,259456,38204,21742,10107,180328,124661,14704,22427,1403,1544,157.61,1,140.82,297660,373969,-76309
2035-11,402769,24442,23146,11712,138936,195584,7309,12136,3052,1056,65.51,0,144.19,427211,388823,38388
2035-12,309379,22884,38016,7029,93124,172934,13379,15900,4263,3154,99.95,1,124.23,332263,340382,-8119
2036-01,318170,21762,22488,10660,187394,224560,9941,36679,1097,2911,298.12,0,113.51,339932,491722,-151790
2036-02,316393,31980,22427,12271,192853,102867,12301,34900,2532,2461,147.37,0,146.05,348373,377619,-29246
2036-03,422052,18759,31593,5932,101361,177924,12618,5232,3160,1841,79.95,1,122.32,440811,334660,106151
2036-04,238747,48335,28094,5966,181383,55957,16661,8833,4240,3097,54.76,1,88.1,287082,296894,-9812
2036-05,434314,11792,29417,11121,173236,52178,29420,27985,3826,532,162.61,0,80.89,446106,323357,122749
2036-06,122056,27083,35248,7659,130130,50853,19601,8891,4949,3943,-3.33,0,116.53,149139,252382,-103243
2036-07,498050,15882,37846,10990,110457,227647,13056,18754,4833,3258,124.5,0,116.92,513932,418750,95182
2036-08,197592,15635,43900,12085,168553,236899,23041,35043,2328,3051,96.53,1,147.77,213227,519521,-306294
2036-09,374218,28606,29355,11640,124576,222294,22473,8569,1690,2178,130.47,1,110.73,402824,418907,-16083
2036-10,187030,15175,39167,10212,93226,226918,24641,22997,1940,639,67.77,1,124.05,202205,417161,-214956
2036-11,428670,44640,20067,5524,136203,98873,17767,34500,4034,2276,188.19,0,105.12,473310,312934,160376
2036-12,125855,23811,48485,12602,124976,52003,20445,23088,2177,2088,37.04,1,148.8,149666,281599,-131933
2037-01,232753,23635,48514,13935,170135,101823,13219,29995,1713,2220,197.27,0,94.7,256388,377621,-121233
2037-02,311199,40637,23224,7809,193035,164557,18572,36117,1481,2229,275.23,0,102.78,351836,443314,-91478
2037-03,338313,21631,39317,10092,141657,103260,14823,22741,2766,3293,62.91,1,111.41,359944,331890,28054
2037-04,498267,16985,41418,10346,160747,96546,13590,38503,1199,1060,311.98,1,104.7,515252,361150,154102
2037-05,343215,30840,49702,10763,131615,88797,15760,20923,503,2214,714.29,0,86.45,374055,317560,56495
2037-06,132354,23422,26077,7033,109751,205338,17338,35844,4654,1900,81.81,0,97.02,155776,401381,-245605
2037-07,304988,42670,28813,9987,141252,73311,14247,28640,2883,2317,146.33,0,83.07,347658,296250,51408
2037-08,363589,26690,32258,14444,169424,176232,17428,36094,1010,3199,407.93,1,146.39,390279,445880,-55601
2037-09,497903,38798,32739,8125,106926,217422,5574,24917,4706,857,122.46,1,117.12,536701,395703,140998
2037-10,261728,40064,35873,8981,100743,137048,11609,18905,4040,2803,71.56,1,114.82,301792,313159,-11367
2037-11,140304,22718,47180,8498,195197,115993,14610,8453,4464,2020,-91.22,0,112.96,163022,389931,-226909
2037-12,242522,49856,22081,14791,96687,117363,29578,26394,4116,3094,48.61,1,138.64,292378,306894,-14516
2038-01,438993,49932,22676,8722,169583,62634,27089,10341,863,511,571.93,0,127.7,488925,301045,187880
2038-02,485717,30293,24396,10504,149765,161172,10915,12657,540,1574,968.79,0,137.91,516010,369409,146601
2038-03,329487,33649,25108,14937,189884,99297,29169,16220,1318,1399,198.1,1,118.07,363136,374615,-11479
2038-04,289137,28049,25024,8331,99002,63117,25512,32080,2758,2090,90.28,1,142.59,317186,253066,64120
2038-05,407044,32669,40680,8887,177805,62247,16199,15775,1624,989,324.33,0,82.83,439713,321593,118120
2038-06,110001,29248,25963,5271,136038,123554,18099,16914,3679,3485,-53.12,0,98.09,139249,325839,-186590
2038-07,344430,44894,29321,5328,196018,95915,27330,39696,4353,3219,42.01,0,92.75,389324,393608,-4284
2038-08,232947,10604,34057,14731,120160,141502,8257,25574,1289,886,108.25,1,131.8,243551,344281,-100730
2038-09,468631,40894,42712,5636,143255,73556,16902,33427,2405,1696,184.8,1,149.71,509525,315488,194037
2038-10,397817,14130,48049,11346,102481,177310,29456,33585,2628,1870,107.09,1,102.49,411947,402227,9720
2038-11,110206,40154,48151,9474,117676,99249,14786,31129,3994,2819,-41.55,0,145.58,150360,320465,-170105
2038-12,266627,39708,42965,5870,195018,68506,16695,22811,4833,1277,75.61,1,145.97,306335,351865,-45530
2039-01,476640,37276,39866,7584,105863,122626,16045,24013,775,710,674.9,0,123.16,513916,315997,197919
2039-02,493545,38954,49700,8974,87919,185867,24915,34248,4436,1435,68.66,0,124.47,532499,391623,140876
2039-03,450601,41292,33710,13647,128578,223949,28253,11875,2190,1280,144.75,1,108.69,491893,440012,51881
2039-04,436922,21520,31976,7364,133946,85165,16956,24221,593,2318,822.78,1,86.59,458442,299628,158814
2039-05,116467,23792,42983,6532,164706,85051,28166,27307,759,2398,128.78,0,94.11,140259,354745,-214486
2039-06,200477,35620,33385,13336,190532,136331,29090,29126,2992,2872,82.99,0,101.27,236097,431800,-195703
2039-07,313513,42196,27791,5957,136279,139240,5670,35598,2494,2061,77.24,0,107.82,355709,350535,5174
2039-08,123550,46917,33348,11070,80495,59018,24052,35737,1186,1390,111.28,1,143.18,170467,243720,-73253
2039-09,395296,19930,31452,7392,87692,163111,12727,8496,1061,3469,401.52,1,80.29,415226,310870,104356
2039-10,364888,15077,36305,8333,198546,213943,15989,22495,4129,693,148.23,1,129.01,379965,495611,-115646
2039-11,402709,28841,27410,11958,161435,158102,23883,17308,942,3602,478.23,0,149.22,431550,400096,31454
2039-12,143231,10678,48663,13480,195043,171826,9640,16649,3329,3371,-15.47,1,143.02,153909,455301,-301392
2040-01,333348,27531,45169,10525,132604,242127,15578,9637,4217,1652,147.82,0,131.36,360879,455640,-94761
2040-02,169635,28785,20313,12135,199906,224800,28082,18188,1290,2703,221.88,0,120.38,198420,503424,-305004
2040-03,327118,32141,30980,13052,127299,78009,29215,32155,2597,826,120.25,1,145.67,359259,310710,48549
2040-04,408942,44923,49781,10984,120745,219574,24883,38661,2749,3995,160.35,1,104.04,453865,464628,-10763
2040-05,479998,31487,31665,7234,86771,245980,5717,23543,929,1643,514.79,0,110.43,511485,400910,110575
2040-06,249203,14303,21388,9895,129120,248498,11656,25389,4394,796,-17.06,0,137.6,263506,445946,-182440
2040-07,227396,11675,26266,13716,178866,85406,24914,7843,4293,3067,67.02,0,81.39,239071,337011,-97940
2040-08,225139,42501,33281,8410,132922,222041,22085,30518,4639,1806,32.76,1,115.84,267640,449257,-181617
2040-09,318652,21091,22509,8350,184003,91571,28485,11679,1827,3021,265.12,1,133.49,339743,346597,-6854
2040-10,283345,42872,30018,14573,122679,58113,29802,5752,4106,961,107.25,1,125.28,326217,260937,65280
2040-11,462217,28244,27729,10805,117327,110159,14096,17512,2459,2770,157.43,0,140.46,490461,297628,192833
2040-12,316151,47702,20816,8890,115674,166463,9036,36139,3853,3702,121.11,1,103.82,363853,357018,6835
2041-01,188881,46370,31843,6100,94658,198697,19165,18381,1042,3032,270.08,0,126.56,235251,368844,-133593
2041-02,343082,34505,25928,10583,103386,158462,29189,13496,2757,575,-26.99,0,135.42,377587,341044,36543
2041-03,231302,33454,44920,11763,82248,153387,18099,20987,4811,3320,18.17,1,99.13,264756,331404,-66648
2041-04,405803,49211,20466,12531,166833,182614,26623,23460,1280,356,363.77,1,118.84,455014,432527,22487
2041-05,462394,36648,24193,12729,116076,67132,21215,30959,1438,2305,269.15,0,101.43,499042,272304,226738
2041-06,159464,11537,49408,11269,118613,95804,10727,36169,2823,1664,15.86,0,98.71,171001,321990,-150989
2041-07,175424,43460,29499,6093,145675,197648,9683,36224,1861,3738,73.5,0,92.11,218884,424822,-205938
2041-08,386692,43761,27250,6572,86459,224061,14306,22736,2319,2114,209.34,1,87.77,430453,381384,49069
2041-09,405259,15767,26680,9764,96414,197016,11742,23702,2022,3139,254.3,1,103.55,421026,365318,55708
2041-10,256313,10248,20093,8362,130006,169305,26824,39772,1924,2741,162.37,1,85.81,266561,394362,-127801
2041-11,462077,25506,45059,5826,170445,97049,28168,11426,2942,683,268.69,0,107.86,487583,357973,129610
2041-12,349448,35908,43559,11978,119592,102446,28611,32149,3025,2642,40.55,1,139.25,385356,338335,47021
2042-01,332671,38313,31334,11283,113033,166467,7336,21834,1373,3832,241.71,0,116.93,370984,351287,19697
2042-02,370020,30548,41968,11406,194020,108597,12926,8694,3190,2953,76.95,0,99.16,400568,377611,22957
2042-03,246118,12236,21486,7189,157797,170836,8401,29875,1390,3540,117.49,1,126.33,258354,395584,-137230
2042-04,224835,29899,38882,7202,120530,150188,7318,26664,1903,1667,54.63,1,119.6,254734,350784,-96050
2042-05,157492,24936,21161,13104,169724,158272,9352,24572,4417,3699,37.89,0,100.6,182428,396185,-213757
2042-06,300473,32556,36635,11988,168784,61920,17160,28575,2765,2635,85.28,0,125.57,333029,325062,7967
2042-07,350716,14870,41297,7560,151375,77814,16316,26930,4064,2026,120.04,0,138.99,365586,321292,44294
2042-08,282937,41739,20029,12895,151847,85122,12424,34462,530,3160,551.75,1,122.06,324676,316779,7897
2042-09,186882,38417,45040,13186,123567,82700,27590,30721,2369,1589,48.56,1,107.99,225299,322804,-97505
2042-10,355440,29145,24613,7162,126648,109742,27118,19182,3465,632,110.29,1,111.05,384585,314465,70120
2042-11,395483,29200,23775,7459,122995,224682,23204,5356,1881,3641,187.47,0,82.64,424683,407471,17212
2042-12,222325,27360,45735,11811,191716,101010,5292,6861,2967,3686,41.69,1,90.88,249685,362425,-112740
2043-01,107910,38205,25674,12945,191334,242834,27889,30650,4765,545,116.3,0,109.57,146115,531326,-385211
2043-02,365310,46000,41288,10226,133477,55974,5426,33921,1671,1545,293.14,0,95.99,411310,280312,130998
2043-03,329089,32123,45811,11468,159156,237505,25466,22099,1148,695,229.67,1,104.61,361212,501505,-140293
2043-04,481832,18060,38467,11800,159300,111349,18913,8873,2978,3689,183.25,1,144.59,499892,348702,151190
2043-05,454055,16320,20984,12821,183097,94985,11983,20955,4050,757,43.69,0,112.03,470375,344825,125550
2043-06,246662,26251,41914,11850,153929,247382,14340,21089,4211,3717,93.94,0,85.71,272913,490504,-217591
2043-07,436423,16806,30649,7786,114263,75866,29323,15012,2024,3718,240.09,0,98.82,453229,272899,180330
2043-08,381408,37471,44907,9158,121976,62820,21040,29946,2380,343,143.88,1,91.87,418879,289847,129032
2043-09,356260,13323,23171,5234,185276,53933,20908,38387,4558,1146,-8.52,1,105.91,369583,326909,42674
2043-10,174425,17446,35462,13792,163063,235997,10039,17577,4134,2904,28.39,1,147.35,191871,475930,-284059
2043-11,248450,45733,48427,11997,166170,191428,8732,39943,1404,538,76.76,0,112.25,294183,466697,-172514
2043-12,176020,15164,22293,13108,109069,121745,9662,16181,2890,2853,47.83,1,104.71,191184,292058,-100874
2044-01,111763,27448,22354,5445,126806,64393,7783,29084,4012,3613,34.44,0,98.98,139211,255865,-116654
2044-02,160478,45716,41079,7263,192779,147243,10770,18264,2058,1166,54.12,0,117.83,206194,417398,-211204
2044-03,255845,11457,27530,12457,99131,146796,22793,26374,1176,2552,173.3,1,132.07,267302,335081,-67779
2044-04,374147,10038,41462,6844,134146,116706,21420,14430,599,551,574.59,1,114.25,384185,335008,49177
2044-05,324979,34303,27252,6026,152939,141667,13036,8175,1982,2362,155.45,0,106.43,359282,349095,10187
2044-06,148687,47128,41881,13227,82551,97924,25826,30366,902,3804,206.68,0,113.92,195815,291775,-95960
2044-07,233989,29753,37618,7407,164832,244069,11789,35083,3984,1228,53.17,0,134.46,263742,500798,-237056
2044-08,378169,10540,34532,12988,190855,131317,5278,23467,1782,2597,181.44,1,113.69,388709,398437,-9728
2044-09,135376,38117,34742,14344,114542,196393,6830,30030,1469,865,192.33,1,144.86,173493,396881,-223388
2044-10,380030,37470,36078,8645,84982,140306,11030,16033,4598,825,88.01,1,111.85,417500,297074,120426
2044-11,253685,47449,31449,14158,184966,153061,26169,36818,2995,2453,152.01,0,109.77,301134,446621,-145487
2044-12,145854,37546,38160,14284,83172,244515,5423,22467,3015,1016,16.24,1,99.84,183400,408021,-224621
2045-01,415218,24536,40176,6517,133287,216216,29232,16176,1031,3776,456.39,0,134.57,439754,441604,-1850
2045-02,417170,28825,30766,12733,95663,219434,24690,32971,3491,3462,86.59,0,121.82,445995,416257,29738
2045-03,485895,43898,43104,13457,151785,130885,17656,5742,1951,1319,305.04,1,99.41,529793,362629,167164
2045-04,389430,38686,26131,12329,180465,154397,21539,39697,2360,3017,188.01,1,116.32,428116,434558,-6442
2045-05,106901,24088,35985,8228,112968,234987,5628,29885,1083,2671,153.66,0,116.04,130989,427681,-296692
2045-06,150051,39549,30225,6334,196824,173995,25239,31166,3175,2116,83.1,0,119.06,189600,463783,-274183
2045-07,370173,49722,40483,5173,156684,191861,29687,17788,2582,411,130.11,0,92.32,419895,441676,-21781
2045-08,128531,28585,39768,7773,99522,117870,12706,33735,3764,2696,-6.75,1,92.57,157116,311374,-154258
2045-09,381421,28656,41724,6721,140500,168061,24038,9794,1369,1609,351.26,1,80.1,410077,390838,19239
2045-10,214743,39485,30376,7419,170804,212781,9516,13622,4386,3517,109.51,1,109.44,254228,444518,-190290
2045-11,406322,17545,29254,6648,103871,179017,10191,31577,3985,1349,147.02,0,121.11,423867,360558,63309
2045-12,332352,46810,48307,5111,131659,231515,20977,21040,1924,1370,190.8,1,129.32,379162,458609,-79447
2046-01,301065,32631,37923,6229,154587,52827,17851,34125,3913,612,93.04,0,82.25,333696,303542,30154
2046-02,311868,43700,49821,10824,188557,131657,21183,23260,3182,2904,68.46,0,101.92,355568,425302,-69734
2046-03,318009,45685,28804,6453,184737,51607,29959,13782,1866,3354,197.17,1,136.92,363694,315342,48352
2046-04,322919,15131,32396,7247,126778,202568,22421,23047,2900,1566,138.24,1,81.8,338050,414457,-76407
2046-05,185850,25515,30242,5636,114569,179448,25520,15021,2153,2964,119.52,0,92.46,211365,370436,-159071
2046-06,157221,23084,42085,7780,148592,120772,28242,35426,4911,2881,32.0,0,132.73,180305,382897,-202592
2046-07,321425,18958,36590,8864,104413,224975,12920,5100,4204,2346,75.07,0,98.5,340383,392862,-52479
2046-08,163172,13925,48599,8622,119763,188255,20490,30099,1647,389,147.37,1,101.29,177097,415828,-238731
2046-09,327694,26445,22844,14277,110124,171255,22377,12429,3669,838,61.61,1,149.0,354139,353306,833
2046-10,492831,34382,48265,7675,102828,141284,22881,32485,4334,2240,84.11,1,99.4,527213,355418,171795
2046-11,472827,27199,44031,6596,107034,90694,9556,25533,3581,2886,152.07,0,141.58,500026,283444,216582
2046-12,324510,16068,37687,11213,120000,98866,23235,29376,3962,2397,137.79,1,114.26,340578,320377,20201
2047-01,118264,32472,45756,14875,165961,93327,5413,6675,1635,3847,132.09,0,136.36,150736,332007,-181271
2047-02,351908,24292,23325,12613,122830,108799,23102,5223,4381,2784,119.27,0,131.86,376200,295892,80308
2047-03,222321,16590,24100,8739,154679,143297,17713,29747,1438,403,82.78,1,96.12,238911,378275,-139364
2047-04,167723,22024,42815,14608,90762,185261,8085,37054,793,2592,181.67,1,137.49,189747,378585,-188838
2047-05,187824,31688,22518,10191,148363,227634,11157,37334,3627,355,152.76,0,146.34,219512,457197,-237685
2047-06,455973,24814,35656,12434,105089,100544,23769,34302,1574,1809,277.2,0,128.81,480787,311794,168993
2047-07,172465,29673,27610,11884,195580,136989,16882,10805,684,3194,180.87,0,109.25,202138,399750,-197612
2047-08,407420,49348,40165,7505,87475,130593,26872,31784,3413,3557,87.01,1,99.24,456768,324394,132374
2047-09,434567,45627,36269,10886,109153,231289,13055,31850,2438,3207,129.63,1,126.65,480194,432502,47692
2047-10,193043,47447,21448,7893,161349,136290,28649,38083,4355,3801,52.64,1,98.49,240490,393712,-153222
2047-11,427456,18197,37384,7833,116226,120244,7944,13754,1624,3015,279.05,0,121.67,445653,303385,142268
2047-12,455510,14123,21301,5054,90056,198115,25119,39218,3234,3311,83.61,1,112.45,469633,378863,90770
2048-01,227639,46324,42994,10010,190536,60946,6659,30969,3429,2718,154.1,0,116.2,273963,342114,-68151
2048-02,260384,12880,37701,9471,90387,210420,10360,19911,4507,473,47.53,0,100.6,273264,378250,-104986
2048-03,440839,10096,38991,6371,136706,153863,16575,22268,4895,2643,25.36,1,130.47,450935,374774,76161
2048-04,289187,28882,31386,10153,80267,117038,7302,25300,2263,3608,101.56,1,137.89,318069,271446,46623
2048-05,196851,41641,33128,8117,98247,191279,10897,16403,2430,2309,123.93,0,84.09,238492,358071,-119579
2048-06,314144,28568,38007,13495,86679,159489,18670,33495,884,3656,418.17,0,145.01,342712,349835,-7123
2048-07,386911,12126,28536,8853,144429,192053,23551,38974,1730,1027,262.41,0,98.63,399037,436396,-37359
2048-08,429255,39737,49256,5038,176085,162983,27189,29946,4699,1624,122.12,1,134.64,468992,450497,18495
2048-09,271346,24821,46148,13596,108636,148997,19750,16200,3193,3062,38.35,1,81.18,296167,353327,-57160
2048-10,314783,47722,25724,10113,118453,198808,10773,24040,2286,1305,108.13,1,120.45,362505,387911,-25406
2048-11,163391,14600,40653,14693,117878,190089,14390,18166,505,1686,447.5,0,111.63,177991,395869,-217878
2048-12,461160,29267,48927,9519,116186,177455,5025,15864,4477,3587,70.47,1,145.06,490427,372976,117451
2049-01,428302,11498,36889,9637,96392,184700,10376,18619,4911,1051,33.59,0,103.08,439800,356613,83187
2049-02,163305,46043,21467,8395,116803,232363,12890,22969,2965,2615,53.94,0,139.12,209348,414887,-205539
2049-03,426659,19027,32460,10763,116363,240159,16470,10066,4087,536,91.63,1,117.32,445686,426281,19405
2049-04,220774,31084,27130,14681,123544,116357,6751,26123,1208,1434,204.6,1,86.7,251858,314586,-62728
2049-05,377176,12687,41893,7933,177792,130996,8873,14436,2838,1262,105.85,0,137.2,389863,381923,7940
2049-06,107013,39961,26829,5775,191015,220932,29217,19784,3757,2945,57.16,0,136.81,146974,493552,-346578
2049-07,159716,40215,41788,10731,155030,72002,6093,31333,1889,1576,103.76,0,134.11,199931,316977,-117046
2049-08,125069,37020,41116,8295,124205,196474,17567,21459,634,2295,191.5,1,101.64,162089,409116,-247027
2049-09,377352,43765,23641,14716,178224,203363,28649,6718,3429,3724,125.43,1,81.98,421117,455311,-34194
2049-10,435531,47884,23729,11452,180895,168580,29211,18336,3160,605,184.34,1,83.78,483415,432203,51212
2049-11,243917,31703,35633,9900,159624,195167,28131,8744,3973,2966,160.01,0,145.05,275620,437199,-161579
2049-12,131296,39694,23052,6059,151353,190116,10516,33136,2019,2722,13.46,1,96.88,170990,414232,-243242
2050-01,115405,36095,41249,8544,188354,181963,23822,9909,1772,1684,40.9,0,141.43,151500,453841,-302341
2050-02,261094,41641,45282,6857,125463,226989,29891,36671,1948,587,133.81,0,89.24,302735,471153,-168418
2050-03,225351,33273,26175,6313,163462,149227,15831,38377,4870,2999,30.08,1,104.45,258624,399385,-140761
2050-04,166801,32425,45785,10495,138674,147175,14483,7129,1936,1742,50.37,1,97.21,199226,363741,-164515
2050-05,373038,26505,25686,8349,88439,201629,16889,11868,1423,396,325.14,0,103.8,399543,352860,46683
2050-06,123032,17794,28413,7383,97330,206466,24462,25856,2416,1888,4.33,0,142.52,140826,389910,-249084
2050-07,378161,36520,33049,12266,87945,247357,26119,39204,724,2081,510.88,0,147.72,414681,445940,-31259
2050-08,132508,38865,35303,5406,132813,62024,15704,26486,4725,2474,20.83,1,127.81,171373,277736,-106363
2050-09,478902,31365,46678,13086,100977,203496,11385,12515,3660,2571,128.27,1,80.95,510267,388137,122130
2050-10,377298,49151,43628,5182,109646,70011,18391,24149,2982,2063,134.58,1,108.67,426449,271007,155442
2050-11,210837,33018,47515,5610,108281,147918,25151,5992,3532,2110,199.16,0,119.23,243855,340467,-96612
2050-12,465191,12070,33868,14664,155726,95654,5683,25987,1698,3059,242.0,1,105.99,477261,331582,145679
2051-01,158548,10140,28746,9654,157050,169119,24035,29382,1973,2027,32.97,0,83.48,168688,417986,-249298
2051-02,310675,45499,23226,5223,150067,222840,9685,25329,4811,491,109.54,0,102.96,356174,436370,-80196
2051-03,484894,19515,43287,7349,172594,126151,20023,31241,588,2183,830.53,1,116.08,504409,400645,103764
2051-04,142399,29510,35051,10523,109232,76740,6097,31716,1633,3105,49.27,1,128.36,171909,269359,-97450
2051-05,334120,29946,46122,5258,187345,61062,22526,8793,4737,3630,150.41,0,140.05,364066,331106,32960
2051-06,436570,29426,34840,11901,176495,139015,17818,18968,4323,2304,89.73,0,119.7,465996,399037,66959
2051-07,326105,45839,35793,8539,173815,119661,29531,33398,2720,1882,181.88,0,111.18,371944,400737,-28793
2051-08,235929,34296,33348,8343,147610,108237,23695,32234,2628,2645,92.04,1,88.09,270225,353467,-83242
2051-09,247983,29633,32985,10811,197821,130230,12012,22322,4867,1309,12.06,1,128.34,277616,406181,-128565
2051-10,175540,24385,35530,6686,141342,50831,5799,36488,3163,2722,-88.77,1,142.61,199925,276676,-76751
2051-11,477987,15040,45593,13788,105791,233212,22297,14002,1679,3875,322.98,0,116.89,493027,434683,58344
2051-12,442322,40460,27625,14512,131776,53904,11880,37348,3568,3286,159.3,1,94.63,482782,277045,205737
2052-01,469038,47157,25580,9266,113691,95401,16241,39603,4201,2555,85.3,0,145.09,516195,299782,216413
