Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2030-12,465276,15644,41119,12071,190619,114613,13133,38737,4350,1794,206.14,1,104.81,480920,410292,70628
2031-01,277039,46629,38054,14844,178041,156658,27505,10795,644,3109,314.62,0,131.01,323668,425897,-102229
2031-02,112353,21698,26223,10409,165961,233015,18953,7874,4155,542,-28.28,0,120.03,134051,462435,-328384
2031-03,396240,34650,20288,5068,122287,190541,10407,14709,3570,1089,161.98,1,122.21,430890,363300,67590
2031-04,277943,46200,45394,14509,107722,107955,6515,11727,1381,3444,152.34,1,119.35,324143,293822,30321
2031-05,263437,44621,47543,5501,122713,178310,20536,9511,3731,1213,156.7,0,135.13,308058,384114,-76056
2031-06,291618,41435,49114,5390,189242,117815,12708,11773,2703,2684,118.93,0,123.5,333053,386042,-52989
2031-07,350989,20018,25418,5904,123763,73102,24406,30457,1071,2063,273.01,0,113.58,371007,283050,87957
2031-08,409248,12908,39333,10478,103274,68922,27654,35988,4746,3423,-0.81,1,137.93,422156,285649,136507
2031-09,175382,44963,37374,14735,124907,161342,22360,35945,4395,1724,57.65,1,144.2,220345,396663,-176318
2031-10,191635,19184,37487,6141,170677,237853,25660,23437,3760,3530,82.8,1,129.7,210819,501255,-290436
2031-11,329332,37518,24692,10933,183868,224188,20675,23188,3368,3830,128.42,0,109.88,366850,487544,-120694
2031-12,308392,34002,31837,5374,118201,208894,13746,25774,4459,334,58.59,1,121.29,342394,403826,-61432
2032-01,131014,20655,49167,8188,136030,116109,17786,36924,1557,3907,105.6,0,93.09,151669,364204,-212535
2032-02,448619,37703,30573,10455,150523,145183,24904,6089,3179,3845,185.41,0,85.26,486322,367727,118595
2032-03,367827,15194,42889,13455,99184,133729,28314,5273,2647,3698,143.02,1,116.3,383021,322844,60177
2032-04,476975,42837,45316,6692,156767,235168,28604,21436,4932,1652,40.85,1,112.35,519812,493983,25829
2032-05,180327,30762,21603,13601,195042,187975,13567,34532,627,2690,302.29,0,99.42,211089,466320,-255231
2032-06,491440,35156,36646,9181,108284,231043,19532,15260,2272,1673,215.94,0,122.98,526596,419946,106650
2032-07,148098,20604,28482,13749,191993,64947,19083,22752,525,604,233.47,0,136.74,168702,341006,-172304
2032-08,191160,46768,46580,8548,124049,189935,17472,13918,4874,600,-4.19,1,80.5,237928,400502,-162574
2032-09,170068,12314,27218,11367,141122,243259,22033,30396,2600,761,87.72,1,107.77,182382,475395,-293013
2032-10,336553,13707,37560,11211,104762,77827,16298,38528,3656,2457,115.92,1,107.2,350260,286186,64074
2032-11,407420,22528,32153,5471,106189,73703,22521,23301,3461,2553,106.51,0,123.23,429948,263338,166610
2032-12,226685,32025,23998,6734,88232,112358,9832,9700,4847,3026,-52.25,1,121.49,258710,250854,7856
2033-01,176785,34541,31035,13740,107422,148124,27124,23387,4944,606,29.4,0,96.84,211326,350832,-139506
2033-02,340923,30721,47190,12915,191937,105178,22086,17503,4383,1163,88.98,0,96.38,371644,396809,-25165
2033-03,472057,49818,21068,8338,187360,220667,9612,38057,4327,3146,127.57,1,116.77,521875,485102,36773
2033-04,220653,46500,43100,10880,188639,55674,17890,12818,1539,1529,157.08,1,128.93,267153,329001,-61848
2033-05,449479,44363,40143,7334,184338,225584,24727,29770,507,2814,852.07,0,120.51,493842,511896,-18054
2033-06,494319,32391,37141,12121,130236,116117,27412,32171,2831,1564,213.94,0,111.86,526710,355198,171512
2033-07,441396,13063,49448,12117,116718,153523,23429,23155,3030,652,167.22,0,92.26,454459,378390,76069
2033-08,251887,20703,21194,11970,199640,125770,29883,39411,3803,2964,51.8,1,97.0,272590,427868,-155278
2033-09,480913,23845,42874,12808,116127,144617,7830,25308,4799,684,129.44,1,90.77,504758,349564,155194
2033-10,437671,28880,34191,5065,195233,122975,5842,19188,2563,999,150.49,1,135.97,466551,382494,84057
2033-11,392494,10488,31050,11035,103561,117292,16573,11822,4361,444,-15.82,0,132.04,402982,291333,111649
2033-12,284982,42889,37353,12943,85212,73755,11135,26107,1059,2163,267.13,1,123.88,327871,246505,81366
2034-01,436430,24741,30343,5715,88316,193362,12887,19053,3740,2464,157.13,0,80.49,461171,349676,111495
2034-02,319304,46964,43640,9384,145336,145588,10783,33335,1731,1743,115.3,0,142.96,366268,388066,-21798
2034-03,158763,36911,39836,5695,151088,62941,11556,37254,3382,1062,49.1,1,83.94,195674,308370,-112696
2034-04,497014,21932,38910,10228,154732,95171,13523,29424,3246,502,199.48,1,86.38,518946,341988,176958
2034-05,436688,37020,29745,7257,119865,118320,14735,18893,1502,3285,278.29,0,133.81,473708,308815,164893
2034-06,389917,17970,22159,7683,176155,84958,20587,26390,2331,2749,185.35,0,109.09,407887,337932,69955
2034-07,336683,12416,23957,7932,81934,107518,9544,27152,3820,3782,39.55,0,148.96,349099,258037,91062
2034-08,126280,32150,34127,6565,138439,183953,23415,32304,3378,1141,56.31,1,110.4,158430,418803,-260373
2034-09,353653,13235,42858,13231,128158,60946,15552,38824,2415,1995,233.23,1,98.04,366888,299569,67319
2034-10,432089,42524,29147,6166,97553,162032,28602,7027,4408,331,123.17,1,102.04,474613,330527,144086
2034-11,357540,41562,21460,8616,127336,222484,16199,34943,1491,3468,281.94,0,134.16,399102,431038,-31936
2034-12,102300,28370,33137,8060,142588,90261,13290,18999,4970,993,65.17,1,111.74,130670,306335,-175665
2035-01,136355,10110,31724,10371,84876,60229,9009,17745,1907,939,120.84,0,106.06,146465,213954,-67489
2035-02,457132,19177,26318,10641,142506,149917,5245,20131,2195,1446,234.83,0,83.33,476309,354758,121551
2035-03,457670,16453,35936,8689,97126,192658,9562,31486,4686,3547,71.2,1,117.5,474123,375457,98666
2035-04,290169,39666,20768,5251,102353,235682,9727,39014,1181,2076,225.2,1,112.11,329835,412795,-82960
2035-05,160791,13255,33014,11337,83230,249410,15772,17253,954,383,147.53,0,112.14,174046,410016,-235970
2035-06,215453,37242,45983,13848,129484,217485,13862,21788,2808,1777,124.93,0,95.06,252695,442450,-189755
2035-07,179577,27104,23351,5665,180649,116087,13681,28996,3549,2711,-71.3,0,100.66,206681,368429,-161748
2035-08,400434,41529,44921,13231,92069,204302,19410,18479,818,3902,474.24,1,105.24,441963,392412,49551
2035-09,333164,28585,22858,10447,171502,133544,13251,31883,676,1543,536.23,1,127.27,361749,383485,-21736
2035-10,101867,46153,32315,11595,134433,142780,11011,25639,3738,3184,-2.95,1,85.68,148020,357773,-209753
2035-11,423388,34026,26144,6640,163714,135520,21331,28772,2226,732,166.25,0,94.79,457414,382121,75293
2035-12,222059,26430,39013,13890,142654,55254,16613,28014,958,1870,174.98,1,123.93,248489,295438,-46949
2036-01,266515,31011,25615,9997,163837,149347,14524,24390,4523,954,-47.59,0,89.79,297526,387710,-90184
2036-02,290689,19594,27495,13962,135372,88035,15307,28748,4931,1577,151.02,0,129.3,310283,308919,1364
2036-03,237938,16746,38889,12927,144486,211241,16856,34434,1659,3458,129.25,1,148.9,254684,458833,-204149
2036-04,151289,14191,28089,10164,129243,116415,29849,39941,2763,2471,69.32,1,92.79,165480,353701,-188221
2036-05,394347,27801,30997,6991,184440,129559,12304,15360,606,3079,709.31,0,145.2,422148,379651,42497
2036-06,307135,41125,39815,13395,144588,80156,5844,9815,3727,779,87.33,0,99.73,348260,293613,54647
2036-07,410159,46121,28924,12972,123408,130175,23878,21485,2490,2667,153.14,0,114.53,456280,340842,115438
2036-08,288600,15637,38320,10247,194476,223996,27013,6522,4612,578,-63.65,1,146.02,304237,500574,-196337
2036-09,218096,10843,35686,11302,158955,215783,16296,36169,1733,3976,135.55,1,121.78,228939,474191,-245252
2036-10,356053,13603,39081,14668,140685,119250,5881,35858,4077,3750,72.88,1,83.04,369656,355423,14233
2036-11,494901,10161,33877,12938,155145,60144,6175,18641,4537,2301,131.37,0,99.56,505062,286920,218142
2036-12,330745,30794,34978,13294,168472,155404,7760,16945,3677,3903,52.85,1,83.09,361539,396853,-35314
2037-01,418972,16739,21656,11614,180206,197214,13164,22895,2378,2985,150.0,0,136.87,435711,446749,-11038
2037-02,444089,32538,46143,14980,194694,154475,25246,10565,4266,1772,168.24,0,142.88,476627,446103,30524
2037-03,396045,31019,23705,5457,186341,84921,14059,17274,3312,3130,69.14,1,89.85,427064,331757,95307
2037-04,251303,37166,47806,9710,95591,217290,5740,28947,2972,603,142.73,1,88.07,288469,405084,-116615
2037-05,468101,34514,23686,14838,97008,248963,23644,24235,1125,1426,425.15,0,144.06,502615,432374,70241
2037-06,171078,36833,40042,11113,95731,151014,28605,10981,2510,3292,76.11,0,95.08,207911,337486,-129575
2037-07,486313,34091,49713,7417,118844,153122,11665,10872,3638,3106,132.07,0,142.83,520404,351633,168771
2037-08,301278,25437,26822,6343,177335,99313,15992,18996,3402,2267,87.82,1,123.6,326715,344801,-18086
2037-09,257388,15492,21446,10185,123354,124353,27247,7430,2580,2972,109.21,1,129.69,272880,314015,-41135
2037-10,179378,41849,25309,7900,169852,209504,28749,7897,4695,1363,30.73,1,137.66,221227,449211,-227984
2037-11,181653,22648,24322,12880,168605,132376,27164,16258,3565,823,11.17,0,99.72,204301,381605,-177304
2037-12,167721,39855,36899,5966,163624,145207,24136,34297,1390,746,138.29,1,143.37,207576,410129,-202553
2038-01,437967,21639,33811,14568,121274,233645,12189,35851,4920,2905,105.65,0,131.76,459606,451338,8268
2038-02,293250,38785,24683,6978,142007,58171,16461,32512,558,2779,537.72,0,108.84,332035,280812,51223
2038-03,319739,45728,28875,8614,165041,236624,6624,35261,3470,3174,94.92,1,91.3,365467,481039,-115572
2038-04,377264,11338,30798,7694,197910,214428,24595,28006,2137,1925,166.68,1,146.0,388602,503431,-114829
2038-05,313200,25706,20465,7838,143567,133855,29059,21456,611,746,536.22,0,129.65,338906,356240,-17334
2038-06,109306,45373,24355,9461,140596,174125,8624,36428,1690,2832,168.66,0,138.95,154679,393589,-238910
2038-07,415805,25249,26128,7954,130948,79522,13733,11772,2563,365,50.65,0,80.02,441054,270057,170997
2038-08,413831,13865,42588,5243,119846,96795,9713,32096,4413,3341,143.55,1,118.45,427696,306281,121415
2038-09,416416,11009,32311,5997,156411,139358,19793,33325,1893,2624,212.49,1,138.51,427425,387195,40230
2038-10,407249,47631,45711,8131,167623,210638,29374,18804,1557,3983,225.66,1,113.07,454880,480281,-25401
2038-11,305958,49890,29462,6492,135532,219486,22185,14948,2324,2947,70.55,0,85.61,355848,428105,-72257
2038-12,394471,18104,42580,9526,124544,85853,5733,5902,2395,349,85.14,1,145.46,412575,274138,138437
2039-01,296855,30646,25541,11776,150760,65387,13670,24865,1860,3025,148.17,0,80.2,327501,291999,35502
2039-02,150095,37180,49852,6990,155765,108188,11430,17964,2191,468,96.16,0,100.46,187275,350189,-162914
2039-03,385900,18410,24805,12407,120276,83382,13517,34329,4346,1494,-11.18,1,92.55,404310,288716,115594
2039-04,133275,20455,27962,11450,101687,182713,18283,37908,2691,3315,-3.0,1,113.21,153730,380003,-226273
2039-05,366793,17682,32360,7546,149412,80475,18123,29577,746,1695,506.15,0,106.46,384475,317493,66982
2039-06,308930,40041,23813,11916,157974,113263,11982,7652,2812,3461,101.5,0,103.88,348971,326600,22371
2039-07,392935,47421,26824,9021,160052,137366,20401,32280,3865,373,19.53,0,93.91,440356,385944,54412
2039-08,263199,31551,41777,10298,140463,62786,27171,21939,2690,3936,119.39,1,129.88,294750,304434,-9684
2039-09,429456,46851,25384,11642,105918,100899,20287,33643,772,2673,485.44,1,140.66,476307,297773,178534
2039-10,149116,28395,46823,8461,175624,93557,20418,5690,2523,2609,59.7,1,142.46,177511,350573,-173062
2039-11,310065,24791,20905,12281,126196,53859,20087,6388,4597,1320,68.2,0,116.84,334856,239716,95140
2039-12,487612,38126,35319,9319,98742,122860,16233,17065,4082,3779,123.26,1,98.95,525738,299538,226200
2040-01,310345,23181,37799,10569,93752,153533,27090,24459,780,2789,419.79,0,141.45,333526,347202,-13676
2040-02,177845,29028,39898,12026,190317,115249,10975,14694,980,1073,109.27,0,128.7,206873,383159,-176286
2040-03,142167,30653,49133,13205,128002,125045,7565,11645,4992,3032,51.81,1,147.12,172820,334595,-161775
2040-04,232930,26855,26353,9882,126854,87297,18258,26429,3055,3805,56.15,1,125.88,259785,295073,-35288
2040-05,182529,18302,27796,11764,103107,196151,7433,6792,1854,3034,73.32,0,114.93,200831,353043,-152212
2040-06,288827,48224,43074,11986,135981,113710,21713,6712,2315,1807,216.71,0,111.49,337051,333176,3875
2040-07,295057,13700,34294,8925,117634,72361,10108,21515,2114,3089,96.98,0,80.77,308757,264837,43920
2040-08,225526,35559,48665,9873,91880,63291,26137,36921,4165,1923,62.16,1,101.25,261085,276767,-15682
2040-09,242876,27428,28881,14324,136159,229438,5263,39936,1992,2016,149.75,1,108.89,270304,454001,-183697
2040-10,235940,45587,33374,7820,161837,88789,17497,34815,4354,388,171.0,1,124.44,281527,344132,-62605
2040-11,101187,22116,48475,13638,124172,213960,5495,20354,3303,3903,14.77,0,121.78,123303,426094,-302791
2040-12,358451,18387,48290,12238,104165,223997,27058,11538,4160,2712,90.92,1,111.33,376838,427286,-50448
2041-01,255267,38754,32308,6355,132884,79000,28021,16663,2892,367,68.32,0,105.17,294021,295231,-1210
2041-02,369979,20326,48274,9655,132251,239442,12462,22874,2415,1265,150.39,0,108.65,390305,464958,-74653
2041-03,475985,36027,24500,14154,156759,185400,29651,28516,4010,2662,158.09,1,101.36,512012,438980,73032
2041-04,375466,24258,36397,6667,95072,205614,11923,19048,1068,580,391.31,1,145.12,399724,374721,25003
2041-05,439618,29992,31609,5337,104411,161609,16991,15302,2370,1119,149.6,0,82.9,469610,335259,134351
2041-06,302056,32365,41098,6110,173078,67436,22585,36338,3866,894,-27.94,0,92.84,334421,346645,-12224
2041-07,378532,17174,40285,13473,137513,115752,19126,15470,3856,1175,133.08,0,108.16,395706,341619,54087
2041-08,162625,12404,40807,11515,88425,212745,16065,29045,3312,1369,63.51,1,113.09,175029,398602,-223573
2041-09,153589,40539,23072,5615,84144,116366,29106,6076,2300,1592,-21.26,1,145.6,194128,264379,-70251
2041-10,488173,14104,39827,12793,156413,91091,6953,9038,3542,1008,118.97,1,97.14,502277,316115,186162
2041-11,314805,35913,43229,14352,144079,134350,5074,24816,766,362,373.42,0,123.82,350718,365900,-15182
2041-12,145039,46889,46225,14913,114745,185361,29916,38900,4056,3072,29.74,1,116.39,191928,430060,-238132
2042-01,449027,48803,46220,12662,184045,221648,27546,30373,2789,1485,107.38,0,102.03,497830,522494,-24664
2042-02,304096,20372,29268,9574,110387,248148,9843,7105,4031,3530,94.41,0,145.59,324468,414325,-89857
2042-03,210261,49675,39802,7893,127597,241420,19665,16471,2308,3276,147.52,1,106.65,259936,452848,-192912
2042-04,232449,21255,21658,10572,189373,210269,28455,18698,555,3550,469.18,1,85.77,253704,479025,-225321
2042-05,283870,23543,39022,13892,159361,190637,20454,10819,2323,2181,119.84,0,83.0,307413,434185,-126772
2042-06,345903,35193,47897,8186,122890,97474,7659,19099,3990,3930,125.37,0,103.49,381096,303205,77891
2042-07,187973,47362,27966,11634,92667,138282,29584,21376,4990,1542,-12.46,0,99.53,235335,321509,-86174
2042-08,119845,40285,39122,11683,189834,85738,8568,36499,1988,1707,17.53,1,84.88,160130,371444,-211314
2042-09,112427,45998,43119,10872,183076,73335,6290,7621,1028,350,170.03,1,89.85,158425,324313,-165888
2042-10,272450,30913,33972,13855,96150,145559,11829,22568,4490,3334,27.36,1,132.77,303363,323933,-20570
2042-11,273937,36828,45456,8690,154284,218493,9048,36106,3627,1907,1.18,0,116.65,310765,472077,-161312
2042-12,404456,10881,24821,12718,109939,134070,16880,6611,945,1535,430.29,1,143.7,415337,305039,110298
2043-01,121371,45380,24094,14089,90866,80411,25576,34931,1718,3205,59.12,0,112.77,166751,269967,-103216
2043-02,488074,24635,40736,6343,199238,131853,7513,32907,3664,2085,129.05,0,110.1,512709,418590,94119
2043-03,450529,37882,39387,14469,193820,189168,9843,24282,921,2369,524.11,1,80.11,488411,470969,17442
2043-04,266191,27627,48784,9753,196435,85551,21891,5903,620,1339,462.77,1,121.06,293818,368317,-74499
2043-05,303066,39963,47278,7506,160675,94134,24927,27069,542,323,493.53,0,130.81,343029,361589,-18560
2043-06,352127,21981,25394,14964,81574,77453,14523,19662,3276,3137,152.09,0,140.56,374108,233570,140538
2043-07,275375,49541,44489,12590,80631,126642,26036,11057,1672,2593,145.15,0,121.58,324916,301445,23471
2043-08,296370,41301,30665,13759,117455,129210,9579,16601,4797,1909,168.37,1,88.46,337671,317269,20402
2043-09,442814,30947,30182,10074,154072,85901,5044,34598,1000,3890,443.37,1,129.46,473761,319871,153890
2043-10,387628,16818,49860,7912,196229,113446,9633,39335,2837,2038,48.47,1,124.98,404446,416415,-11969
2043-11,244920,38857,23056,12707,84571,150139,22119,19009,2595,2446,82.86,0,115.78,283777,311601,-27824
2043-12,268503,14893,21114,12394,179598,233814,8464,27932,3163,1266,32.6,1,100.52,283396,483316,-199920
2044-01,344589,12143,38006,7991,165714,214117,28629,19833,3239,3012,13.64,0,123.95,356732,474290,-117558
2044-02,237077,23667,40331,14772,122599,249868,8812,28614,2264,2324,141.75,0,112.14,260744,464996,-204252
2044-03,365547,20381,32370,11931,199321,238063,28586,30692,3303,3535,128.79,1,98.04,385928,540963,-155035
2044-04,475607,48744,42611,11831,164987,72037,17053,6486,3211,309,201.0,1,109.55,524351,315005,209346
2044-05,170617,46333,24689,6855,175029,184783,23258,33234,4004,1178,80.32,0,118.46,216950,447848,-230898
2044-06,282660,20461,21809,6649,193227,197463,17876,14597,4675,2351,37.91,0,96.16,303121,451621,-148500
2044-07,311800,21801,32555,8619,143948,159724,5599,11676,1918,2179,285.13,0,127.59,333601,362121,-28520
2044-08,364865,41908,40392,11914,147321,90289,29809,15864,2529,2277,113.28,1,145.59,406773,335589,71184
2044-09,227041,48945,33646,8005,100446,168349,6753,9795,3645,1107,184.2,1,122.96,275986,326994,-51008
2044-10,442151,34691,47853,8431,194284,57280,20794,8117,2924,3300,132.47,1,88.69,476842,336759,140083
2044-11,311201,29879,41328,13459,88914,146225,26681,9952,1697,3026,142.14,0,149.15,341080,326559,14521
2044-12,361260,15549,29058,6629,182632,220898,13307,24613,614,1524,552.29,1,87.22,376809,477137,-100328
2045-01,162685,25631,20660,11700,96838,231058,24137,23193,3695,1992,25.16,0,126.19,188316,407586,-219270
2045-02,203836,12226,45829,11167,123652,140026,26069,23339,3762,607,13.68,0,102.41,216062,370082,-154020
2045-03,495352,28384,46567,12387,197983,176643,5316,14231,1706,1007,313.95,1,142.05,523736,453127,70609
2045-04,174667,35552,29714,12866,148132,83824,6320,11883,4055,1005,-11.73,1,125.57,210219,292739,-82520
2045-05,262256,45747,24013,8299,82818,113705,20851,37777,3744,3801,139.31,0,119.61,308003,287463,20540
2045-06,121708,36689,49623,8617,165067,208689,6971,29440,2114,3765,29.71,0,87.77,158397,468407,-310010
2045-07,413068,25803,33672,13424,81645,88195,23841,34141,3800,3608,68.53,0,89.54,438871,274918,163953
2045-08,211075,30658,21430,9346,95131,248495,29314,5176,3824,3556,4.01,1,99.06,241733,408892,-167159
2045-09,232011,46078,32355,10723,87398,239651,16000,31806,2718,1723,99.45,1,132.44,278089,417933,-139844
2045-10,328678,10066,27989,12277,154411,205122,7028,8802,2515,2830,43.25,1,121.96,338744,415629,-76885
2045-11,164125,43266,26225,8003,85638,203162,29542,15573,3387,2580,12.96,0,107.67,207391,368143,-160752
2045-12,289102,21614,40239,9063,177357,99253,25065,35228,4261,1054,68.61,1,131.69,310716,386205,-75489
2046-01,420931,49488,27295,6344,104008,156396,11672,22681,3620,993,228.57,0,115.56,470419,328396,142023
2046-02,356869,20500,24253,9332,94240,148827,28358,16036,1904,3960,195.32,0,139.63,377369,321046,56323
2046-03,109490,46470,48154,7908,143842,162057,21409,33484,2226,1155,51.0,1,133.18,155960,416854,-260894
2046-04,118438,27088,22796,8070,113843,136340,17865,36778,3246,3733,55.19,1,119.2,145526,335692,-190166
2046-05,476596,47172,49781,6991,118156,157716,9681,22884,3790,2142,42.59,0,96.25,523768,365209,158559
2046-06,235439,17095,24276,12840,196200,194724,11302,38540,3410,1342,52.98,0,138.74,252534,477882,-225348
2046-07,288870,42771,46543,10414,161179,190369,22020,35991,1719,2570,186.79,0,103.95,331641,466516,-134875
2046-08,459883,17780,22348,7117,174601,213364,25942,10569,604,3294,732.05,1,115.15,477663,453941,23722
2046-09,354100,14019,24071,6124,193756,125799,13625,32617,2075,2780,238.69,1,116.99,368119,395992,-27873
2046-10,111970,18901,30487,12727,148087,152004,26800,33771,2536,3501,68.27,1,88.32,130871,403876,-273005
2046-11,342766,13337,31546,6900,86405,197378,5416,30351,1269,2232,321.97,0,135.93,356103,357996,-1893
2046-12,382172,13868,24239,6009,137766,170829,26207,8282,1979,2109,139.38,1,93.96,396040,373332,22708
2047-01,396406,27305,30431,5413,109509,235634,12854,32194,1092,2833,315.82,0,126.45,423711,426035,-2324
2047-02,182209,43366,24794,13767,150520,149156,23841,28741,2622,1987,103.28,0,81.96,225575,390819,-165244
2047-03,133883,21543,37206,14550,85002,138046,26253,25305,4661,847,2.82,1,98.36,155426,326362,-170936
2047-04,224395,39333,24384,13385,162048,84483,17597,31209,4541,1530,96.23,1,119.58,263728,333106,-69378
2047-05,435839,38239,23047,14197,176650,66743,12256,39719,658,2413,702.71,0,109.84,474078,332612,141466
2047-06,338459,22721,39531,10870,156552,216914,9091,21116,4528,3449,144.5,0,84.86,361180,454074,-92894
2047-07,475568,15155,41851,14509,88567,61686,25174,39124,3194,1700,191.43,0,114.31,490723,270911,219812
2047-08,393015,16652,22405,6875,148344,206394,11840,39994,560,2692,677.55,1,98.82,409667,435852,-26185
2047-09,342324,24074,47484,10977,181874,248236,16249,6233,1082,2830,284.84,1,105.74,366398,511053,-144655
2047-10,220530,35887,25883,6562,165483,175941,23076,27027,3898,3690,58.38,1,132.15,256417,423972,-167555
2047-11,148991,27769,37290,6654,162734,81712,18772,31493,3767,1978,96.81,0,116.13,176760,338655,-161895
2047-12,272714,44554,42015,10822,140661,127541,16934,24965,3401,2079,37.06,1,95.2,317268,362938,-45670
2048-01,209971,13646,35932,13743,150795,246737,7370,13444,3558,969,91.37,0,134.98,223617,468021,-244404
2048-02,162022,26830,45713,12637,162483,130812,28451,34941,1966,2647,66.71,0,126.63,188852,415037,-226185
2048-03,474695,44800,48950,11551,181545,237318,24887,39338,3144,1107,147.64,1,144.69,519495,543589,-24094
2048-04,335725,27512,30996,6713,85688,118076,5353,19918,1483,2398,202.85,1,109.77,363237,266744,96493
2048-05,384970,14784,49238,14724,197519,116666,21704,21141,3730,3115,85.68,0,132.08,399754,420992,-21238
2048-06,378212,26341,22740,10124,185053,172079,5673,27271,1760,1970,245.22,0,106.14,404553,422940,-18387
2048-07,480032,35074,29453,13643,90749,228271,29711,11217,2861,1561,214.2,0,131.48,515106,403044,112062
2048-08,381083,29718,24574,11260,157587,64630,20879,9908,1534,2949,310.78,1,112.19,410801,288838,121963
2048-09,280304,44966,48436,5612,145338,220777,26921,35059,851,2466,360.1,1,111.47,325270,482143,-156873
2048-10,442428,25054,28258,6069,169351,102185,20013,25629,1534,1945,196.32,1,143.56,467482,351505,115977
2048-11,217723,40209,32054,12996,162717,129605,23005,15789,2192,2418,70.92,0,122.06,257932,376166,-118234
2048-12,329418,36442,28821,10486,97825,104730,6342,34244,3198,1893,103.81,1,142.25,365860,282448,83412
2049-01,278556,41562,25760,12732,154336,248986,5873,10873,4931,2972,97.21,0,126.51,320118,458560,-138442
2049-02,383452,22776,28893,10883,172927,68019,5328,37677,3384,717,103.14,0,99.29,406228,323727,82501
2049-03,437028,46715,44735,5603,148131,203392,16139,28613,1443,2376,282.18,1,130.92,483743,446613,37130
2049-04,305610,37479,26183,9130,111209,196978,6492,13535,770,3687,266.8,1,100.55,343089,363527,-20438
2049-05,327081,13172,25365,6359,198026,153134,16267,36451,4003,1003,134.71,0,92.35,340253,435602,-95349
2049-06,402185,37126,29722,9235,93589,92165,26035,11349,2027,1744,196.22,0,111.25,439311,262095,177216
2049-07,307222,12438,26210,7398,175595,61050,5248,30564,3750,1944,135.39,0,87.74,319660,306065,13595
2049-08,110545,32766,36332,5047,140608,175096,18060,38142,1133,1907,75.81,1,149.99,143311,413285,-269974
2049-09,288603,15767,42836,6307,96028,112091,20028,26250,2476,754,191.31,1,146.36,304370,303540,830
2049-10,336210,15226,43279,12164,132654,142792,6564,15667,3009,3293,146.45,1,100.75,351436,353120,-1684
2049-11,339584,15322,25473,5838,178553,132389,17070,8637,3152,3915,112.08,0,103.69,354906,367960,-13054
2049-12,475804,36696,22274,10794,182146,182085,12871,13460,2087,1357,179.37,1,132.1,512500,423630,88870
2050-01,401475,10357,31380,9531,180253,234852,22710,34266,4833,2349,99.41,0,135.18,411832,512992,-101160
2050-02,330855,26921,21064,11532,170925,248407,18625,19413,1557,3018,216.55,0,124.69,357776,489966,-132190
2050-03,255760,49715,22449,8083,99138,233768,9253,27426,3850,627,85.11,1,96.65,305475,400117,-94642
2050-04,305844,40404,26521,14155,175235,125018,24604,34606,2040,557,138.77,1,105.59,346248,400139,-53891
2050-05,400504,36689,38843,5976,114599,71322,6080,9182,1873,3752,211.74,0,143.03,437193,246002,191191
2050-06,266642,33042,40729,7772,180946,78201,12506,11404,1823,3192,145.17,0,84.51,299684,331558,-31874
2050-07,180663,49148,48380,10258,192250,165570,20514,17073,4087,2321,76.42,0,135.01,229811,454045,-224234
2050-08,153072,37388,40195,9007,125676,190333,19751,37557,4948,2290,76.8,1,146.77,190460,422519,-232059
2050-09,368087,29661,45551,6475,82641,149986,21737,5676,2830,695,126.11,1,134.14,397748,312066,85682
2050-10,458643,39915,27519,13281,102824,70532,18425,27074,4499,3720,153.69,1,94.3,498558,259655,238903
2050-11,490242,35059,30659,9382,174772,206690,7075,15805,4721,1509,105.59,0,93.04,525301,444383,80918
2050-12,225363,20973,41733,11224,88777,86070,12394,5592,1037,1876,257.5,1,148.09,246336,245790,546
2051-01,382670,17402,27708,12552,103260,202523,23427,22566,2752,1131,127.07,0,134.8,400072,392036,8036
2051-02,335779,33011,36895,11091,135285,197297,29107,35747,3078,334,214.21,0,115.05,368790,445422,-76632
2051-03,143570,35360,26950,7779,151458,110249,15616,32822,4243,2117,7.5,1,119.2,178930,344874,-165944
2051-04,279393,12922,23857,8116,178409,94887,23568,12445,2920,2110,129.47,1,145.03,292315,341282,-48967
2051-05,119674,19668,37525,9801,199529,166860,10308,35375,4766,985,-16.22,0,115.44,139342,459398,-320056
2051-06,199332,26514,26116,12875,95602,122170,23538,13974,1131,1611,168.27,0,108.96,225846,294275,-68429
2051-07,278045,22609,47375,10761,158412,92999,9062,33325,1728,3326,238.02,0,147.42,300654,351934,-51280
2051-08,100557,41532,46999,5313,94368,70718,7108,30139,1715,2459,114.77,1,92.19,142089,254645,-112556
2051-09,429231,30485,27656,7751,183869,109549,16911,25794,1170,550,405.39,1,113.56,459716,371530,88186
2051-10,336989,21724,31167,12704,174978,93700,20027,12008,3430,1476,19.45,1,136.44,358713,344584,14129
2051-11,422528,20073,44534,10274,199114,212913,16837,28507,4417,2510,91.62,0,118.03,442601,512179,-69578
2051-12,256488,15411,36447,7348,144251,128191,12275,39199,3509,3805,-12.36,1,88.93,271899,367711,-95812
2052-01,339284,36662,40931,11034,174006,226685,12291,13130,4864,3949,94.33,0,132.73,375946,478077,-102131
