Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2030-12,408429,11024,21949,10502,112397,92920,18382,11393,640,1348,590.75,1,97.77,419453,267543,151910
2031-01,297115,29349,26724,13068,194533,192699,21055,37512,1261,2528,228.68,0,128.85,326464,485591,-159127
2031-02,138562,11160,22095,14222,97615,210962,6084,32392,3776,641,-53.03,0,83.48,149722,383370,-233648
2031-03,353735,21323,28543,5679,148154,232010,22719,17894,4234,3425,14.47,1,131.39,375058,454999,-79941
2031-04,406549,32295,27319,6816,123172,222370,19634,13222,2630,2790,151.82,1,107.23,438844,412533,26311
2031-05,488820,18799,22864,6139,113920,107912,27384,33512,3827,1692,133.26,0,133.52,507619,311731,195888
2031-06,314089,40223,35645,9674,126839,194602,22408,17116,4037,3712,124.19,0,127.87,354312,406284,-51972
2031-07,200529,14579,32044,14241,96247,206251,27402,13649,4058,1926,-23.53,0,115.61,215108,389834,-174726
2031-08,426383,43618,48556,13197,176127,205708,9694,36353,826,1542,518.46,1,139.17,470001,489635,-19634
2031-09,139308,39364,44923,8251,133937,221629,12852,22550,1297,2151,46.3,1,83.16,178672,444142,-265470
2031-10,228974,38587,22344,10991,104716,199845,19411,9335,2333,451,65.79,1,83.33,267561,366642,-99081
2031-11,202509,27163,34893,14581,98066,109250,26856,16000,3320,3089,81.57,0,92.32,229672,299646,-69974
2031-12,407808,23055,41980,6992,112059,103998,9747,33856,1089,2457,386.38,1,113.36,430863,308632,122231
2032-01,263980,11252,31172,14016,130449,143603,17926,12477,3463,920,50.97,0,97.29,275232,349643,-74411
2032-02,365076,12855,46498,8386,188443,79336,8798,34799,1858,1511,101.27,0,93.26,377931,366260,11671
2032-03,273703,49158,20737,13767,184148,238111,19954,8122,3369,2127,59.27,1,121.22,322861,484839,-161978
2032-04,131994,31718,29116,14455,150444,202692,13133,33160,3237,1463,44.14,1,87.5,163712,443000,-279288
2032-05,328603,32938,29160,8397,111690,219011,7788,39627,3183,3373,216.78,0,104.67,361541,415673,-54132
2032-06,196829,27807,26468,9165,197704,142916,21420,17505,3116,887,21.8,0,80.49,224636,415178,-190542
2032-07,479309,32045,20502,11710,104591,122184,14550,9786,4959,2351,118.62,0,138.35,511354,283323,228031
2032-08,234106,30999,28664,10538,139324,241451,5964,17119,824,3929,274.42,1,101.33,265105,443060,-177955
2032-09,465628,35915,33594,8181,166308,105949,27504,37736,3129,3150,58.29,1,129.04,501543,379272,122271
2032-10,165103,40263,33078,7073,180110,118687,7665,8353,1768,3317,87.16,1,133.31,205366,354966,-149600
2032-11,490279,16156,20195,13389,119214,202433,6330,20878,3392,3778,125.19,0,91.24,506435,382439,123996
2032-12,222464,29529,36740,6945,176675,67098,24052,9455,3442,3148,65.34,1,84.27,251993,320965,-68972
2033-01,114822,26390,25733,9557,110740,161855,22687,34196,1617,2962,55.1,0,132.73,141212,364768,-223556
2033-02,323206,41412,21351,14391,163469,186692,25064,15812,4932,1743,85.28,0,116.82,364618,426779,-62161
2033-03,341507,36400,31042,6121,103149,218283,11888,10574,4210,3904,146.25,1,133.52,377907,381057,-3150
2033-04,320314,42932,32104,5337,123177,152581,24324,38511,2612,3426,74.97,1,102.2,363246,376034,-12788
2033-05,216364,45987,39766,14164,85516,140090,26515,39692,3705,377,59.77,0,115.51,262351,345743,-83392
2033-06,426198,26119,27258,8458,187882,66515,17284,30559,2702,2086,184.97,0,124.86,452317,337956,114361
2033-07,385683,26294,46992,12260,174088,208985,9749,15352,1136,385,289.02,0,96.99,411977,467426,-55449
2033-08,267813,21495,39895,10573,149605,242564,12520,13949,2772,1767,28.66,1,139.1,289308,469106,-179798
2033-09,454177,30843,45738,11701,152559,55006,11508,6560,4827,3552,38.61,1,143.72,485020,283072,201948
2033-10,242350,26668,48731,5550,98471,149069,15178,20789,782,2383,190.5,1,113.79,269018,337788,-68770
2033-11,299212,37689,46774,6961,146255,104335,18616,31008,1654,2102,214.51,0,109.34,336901,353949,-17048
2033-12,248793,42203,45582,9041,113102,121681,23544,15515,4020,2702,102.41,1,82.84,290996,328465,-37469
2034-01,249481,35933,26722,11989,174364,149114,11879,29711,4139,2154,135.65,0,129.87,285414,403779,-118365
2034-02,300544,40261,40864,8399,149946,208642,14069,18596,3055,2819,127.22,0,113.03,340805,440516,-99711
2034-03,381761,13850,35961,13293,135310,56869,16955,21271,2806,3401,63.89,1,98.26,395611,279659,115952
2034-04,446252,12189,28107,14380,125215,173120,18028,34849,2283,1313,171.14,1,85.8,458441,393699,64742
2034-05,415205,42445,41900,11852,108117,57973,11317,6836,1574,2668,223.64,0,112.67,457650,237995,219655
2034-06,370644,37882,30650,6859,177374,53397,14153,6784,3199,3533,119.88,0,98.04,408526,289217,119309
2034-07,152847,34877,28015,7062,186746,222356,17590,11684,3897,2884,16.9,0,96.19,187724,473453,-285729
2034-08,256794,18626,36901,7029,90289,50294,5133,22041,2322,3887,70.03,1,101.41,275420,211687,63733
2034-09,111507,35684,46955,5245,127058,188604,15410,30427,1570,1550,18.51,1,89.21,147191,413699,-266508
2034-10,393457,43408,49983,10418,89150,141401,16904,12951,692,1976,511.65,1,100.95,436865,320807,116058
2034-11,426301,31965,24292,10402,126396,94245,21717,32726,2303,2957,196.84,0,120.67,458266,309778,148488
2034-12,299213,39691,25086,14831,167401,150608,25049,32845,856,2095,416.06,1,94.68,338904,415820,-76916
2035-01,248895,17972,49665,13725,107794,54645,11614,18748,3287,3791,24.4,0,127.28,266867,256191,10676
2035-02,225731,28685,43997,9556,118762,178973,23491,32740,1129,2018,238.02,0,87.41,254416,407519,-153103
2035-03,266728,48590,24378,14414,111416,215158,8299,23069,1990,640,145.22,1,81.86,315318,396734,-81416
2035-04,315647,38795,34982,7593,197467,134301,24520,39674,4638,3355,128.86,1,135.84,354442,438537,-84095
2035-05,266908,49477,35820,6845,116425,183041,19586,28725,2889,3588,100.45,0,130.33,316385,390442,-74057
2035-06,160639,25157,48009,5073,189972,171807,17610,23544,4847,3096,-35.1,0,105.86,185796,456015,-270219
2035-07,353166,16110,30351,10749,182869,166858,26679,10865,2388,3531,202.96,0,96.76,369276,428371,-59095
2035-08,141533,37002,25888,7041,183879,239837,22106,16978,2366,2080,57.9,1,130.56,178535,495729,-317194
2035-09,368777,11982,28358,6611,196123,54856,21982,19550,1138,2292,315.21,1,125.52,380759,327480,53279
2035-10,149816,25962,27829,11177,93475,123628,27177,25526,4181,3794,68.98,1,139.52,175778,308812,-133034
2035-11,225436,19185,32898,13979,117532,78223,7003,26131,1547,1896,157.31,0,135.75,244621,275766,-31145
2035-12,242254,36642,32602,6472,98516,241436,15663,15108,3269,3572,118.12,1,94.9,278896,409797,-130901
2036-01,184163,49419,22383,9032,183403,219147,24429,29933,1032,1043,153.72,0,134.21,233582,488327,-254745
2036-02,168970,24475,28873,7554,186955,168209,18619,33185,4983,1335,70.59,0,107.29,193445,443395,-249950
2036-03,461280,49151,20019,11512,100344,189834,11864,33798,953,2864,442.83,1,134.94,510431,367371,143060
2036-04,447135,20248,27740,13822,85367,80622,18114,39792,2044,1565,292.3,1,82.84,467383,265457,201926
2036-05,132234,46159,35095,12805,109518,196534,23921,31997,1082,3666,77.42,0,103.47,178393,409870,-231477
2036-06,225315,47443,43839,7730,182226,242971,16070,39420,1022,3449,277.98,0,81.72,272758,532256,-259498
2036-07,391189,11020,46456,7676,96048,86141,29674,13854,4429,1993,1.06,0,123.32,402209,279849,122360
2036-08,119245,37467,20329,6823,197925,98749,23345,10188,3110,1469,-17.43,1,113.76,156712,357359,-200647
2036-09,382282,29209,47699,7235,180757,231873,8430,35916,1680,1297,269.98,1,122.91,411491,511910,-100419
2036-10,100634,17386,42239,6953,127139,174917,5045,39441,4720,1046,50.98,1,137.07,118020,395734,-277714
2036-11,120070,15897,38278,10640,194175,82743,17121,19816,4639,779,24.24,0,92.27,135967,362773,-226806
2036-12,325186,41046,45273,12889,87787,226017,13251,32517,3681,987,81.59,1,127.46,366232,417734,-51502
2037-01,222630,46015,20383,10174,108330,233296,28803,5621,3596,2260,67.96,0,147.38,268645,406607,-137962
2037-02,223662,21559,36251,14683,164673,140454,29954,12413,4912,2094,123.77,0,135.12,245221,398428,-153207
2037-03,378682,25993,21529,8634,152707,62733,7794,29432,655,1832,543.62,1,84.34,404675,282829,121846
2037-04,301330,11869,49369,11006,113441,63132,18288,12459,1652,1752,68.57,1,112.18,313199,267695,45504
2037-05,186096,30184,42988,13773,174933,232319,27100,19712,1728,2426,34.68,0,80.02,216280,510825,-294545
2037-06,114402,14390,26145,10773,157683,239974,26424,33768,641,1996,197.6,0,88.24,128792,494767,-365975
2037-07,497782,27791,24893,8584,199074,203667,26869,22173,4001,3072,121.15,0,125.34,525573,485260,40313
2037-08,378397,45606,27791,6783,96141,103449,19230,28093,2098,2760,167.88,1,94.82,424003,281487,142516
2037-09,377097,34909,34205,9532,86704,120736,12819,7351,2526,2232,107.08,1,84.97,412006,271347,140659
2037-10,472547,17513,36683,9340,156239,191670,26079,28645,3829,521,96.65,1,121.23,490060,448656,41404
2037-11,279047,12551,49309,9909,182381,153214,5032,22968,3802,745,107.52,0,128.88,291598,422813,-131215
2037-12,211744,22339,25996,14820,81093,184102,16909,34984,1702,3101,86.32,1,104.34,234083,357904,-123821
2038-01,396153,43071,43787,9193,150145,79540,27298,13554,3164,3078,99.79,0,112.8,439224,323517,115707
2038-02,452945,27911,41357,5612,119007,94113,23868,5803,1949,3006,251.52,0,125.55,480856,289760,191096
2038-03,484915,45678,48927,9056,156943,71240,17747,31829,1290,3613,335.77,1,87.29,530593,335742,194851
2038-04,159037,49043,47956,11962,146982,246629,18790,27226,604,1304,179.95,1,98.71,208080,499545,-291465
2038-05,442557,45934,25604,11597,137628,50191,13513,33689,2696,1637,116.0,0,103.37,488491,272222,216269
2038-06,104735,45569,47915,10219,117154,69313,12797,19775,1670,3222,87.73,0,119.26,150304,277173,-126869
2038-07,487926,31804,24925,7586,145207,226576,24386,38476,2730,686,162.52,0,137.93,519730,467156,52574
2038-08,357849,32677,34404,6576,190984,152145,10504,25393,2665,3772,165.49,1,98.09,390526,420006,-29480
2038-09,208071,14880,39612,11187,147471,76135,29160,30204,1723,334,115.05,1,82.13,222951,333769,-110818
2038-10,438136,17298,28858,14280,163707,55107,23316,31173,2268,2442,32.95,1,91.52,455434,316441,138993
2038-11,279232,31138,32453,5542,114159,170469,6670,36534,1769,1675,187.21,0,101.55,310370,365827,-55457
2038-12,478371,17533,26530,8176,173367,156097,20028,21782,2417,720,138.66,1,110.86,495904,405980,89924
2039-01,244912,30508,37399,7950,114121,186968,8151,39083,3060,3686,1.5,0,127.75,275420,393672,-118252
2039-02,243182,14543,21958,5777,118385,142298,27181,13264,2744,2384,99.17,0,121.01,257725,328863,-71138
2039-03,228232,18022,45459,7828,137945,114152,28190,26254,1780,2631,102.36,1,91.15,246254,359828,-113574
2039-04,138691,41357,48137,12311,190703,69756,16512,24517,757,2202,223.62,1,130.94,180048,361936,-181888
2039-05,101657,20871,45259,14419,117904,206786,10621,25536,863,2102,43.66,0,138.83,122528,420525,-297997
2039-06,380814,38224,22949,12840,162630,240218,23151,13378,3364,3111,94.09,0,129.35,419038,475166,-56128
2039-07,210861,29044,30015,5502,159849,152706,11905,29763,4946,1228,6.65,0,103.53,239905,389740,-149835
2039-08,158036,37495,31975,9420,97679,76980,14442,18919,4342,3343,119.71,1,93.55,195531,249415,-53884
2039-09,117908,10691,31035,7414,80880,222376,20314,33961,1745,2986,-6.23,1,93.98,128599,395980,-267381
2039-10,388189,40732,34216,6538,88322,248758,5931,10404,2669,492,117.46,1,116.66,428921,394169,34752
2039-11,349523,20226,45752,7697,100012,248828,18374,27213,4711,2525,135.07,0,123.4,369749,447876,-78127
2039-12,266247,21623,33548,6447,138337,193042,16786,28980,3846,2858,43.45,1,93.32,287870,417140,-129270
2040-01,135368,49783,37703,6313,162186,241679,16647,19736,1657,3726,101.03,0,83.14,185151,484264,-299113
2040-02,496713,48163,39402,11918,168995,150506,23228,19338,3040,3483,103.28,0,138.96,544876,413387,131489
2040-03,135055,16555,22544,10968,139601,200269,14849,39344,828,2938,134.92,1,144.5,151610,427575,-275965
2040-04,144489,10143,48615,13338,80056,78976,6638,7812,2445,3917,27.61,1,88.38,154632,235435,-80803
2040-05,241845,28589,22981,14814,122398,138801,12615,18807,4157,1008,116.04,0,98.8,270434,330416,-59982
2040-06,461227,41223,26391,10287,87171,72295,11421,35796,1210,2047,450.04,0,112.43,502450,243361,259089
2040-07,493193,41286,35481,10433,179250,191618,15313,11902,4013,1656,165.33,0,91.55,534479,443997,90482
2040-08,359892,11274,34011,13007,102746,65757,25599,28431,4174,3065,84.76,1,121.36,371166,269551,101615
2040-09,122563,45004,29144,8773,160456,209799,14656,23454,4377,2644,33.73,1,140.87,167567,446282,-278715
2040-10,360280,43525,22651,11279,190295,213479,6143,32505,2815,619,122.51,1,97.07,403805,476352,-72547
2040-11,169835,47527,47031,8755,186025,206651,11175,11655,2537,2475,1.63,0,146.29,217362,471292,-253930
2040-12,446865,11441,29352,10502,118560,97358,11638,17762,599,415,689.01,1,128.45,458306,285172,173134
2041-01,129858,18461,40466,5632,112753,177057,14721,17150,841,1154,166.82,0,111.56,148319,367779,-219460
2041-02,492814,43405,27434,12467,135010,160813,25310,24157,2040,3489,197.67,0,136.44,536219,385191,151028
2041-03,172950,41175,41536,7321,154322,80557,10002,25151,2310,3418,99.74,1,114.47,214125,318889,-104764
2041-04,100004,37272,46104,14224,147901,133254,22009,35491,868,790,65.59,1,125.47,137276,398983,-261707
2041-05,388384,32032,36493,12032,118599,173671,20366,6605,1396,1278,282.88,0,102.48,420416,367766,52650
2041-06,487921,15609,34531,14332,130033,195868,9769,23102,4148,1276,86.29,0,96.65,503530,407635,95895
2041-07,264377,22060,36604,7065,184034,183519,5450,8065,3611,1706,44.7,0,144.57,286437,424737,-138300
2041-08,482843,38084,35700,5219,157478,62776,6848,34571,4666,523,120.43,1,102.3,520927,302592,218335
2041-09,294940,24261,37385,12130,139746,138403,8407,28827,2005,3253,275.66,1,92.91,319201,364898,-45697
2041-10,360857,30199,23399,12001,183831,83706,6285,17268,2479,716,82.03,1,130.25,391056,326490,64566
2041-11,281930,41262,39804,8567,95382,191326,11204,21927,2528,3883,110.65,0,111.58,323192,368210,-45018
2041-12,482581,28467,26802,5173,84029,65977,20633,21361,2492,835,274.67,1,114.37,511048,223975,287073
2042-01,367650,30158,22785,7998,161865,209600,9754,15804,683,2722,580.13,0,86.93,397808,427806,-29998
2042-02,239628,31778,23507,12597,179080,111411,17013,19452,549,3365,468.02,0,124.12,271406,363060,-91654
2042-03,383871,20316,28594,11592,184474,78203,8142,6516,646,1679,549.62,1,139.8,404187,317521,86666
2042-04,413198,30961,40127,9655,131842,78849,17725,7319,676,1872,604.16,1,82.48,444159,285517,158642
2042-05,471111,11918,22637,9074,171326,228522,27393,7980,4930,1919,11.39,0,81.05,483029,466932,16097
2042-06,267616,49013,40602,14932,90446,94330,26206,21489,2621,2857,204.48,0,102.31,316629,288005,28624
2042-07,410529,32427,36287,11979,97832,134730,21828,12895,4200,3141,34.68,0,139.66,442956,315551,127405
2042-08,470185,12875,43524,5119,92116,200067,12455,16506,4260,3021,104.09,1,129.51,483060,369787,113273
2042-09,432172,46297,29390,7096,162129,238181,6226,8373,813,3697,530.56,1,133.43,478469,451395,27074
2042-10,398600,10789,34966,8675,164966,146043,15258,39219,1694,3508,179.54,1,102.15,409389,409127,262
2042-11,111508,42679,27513,7611,181034,51901,15604,36301,1869,1637,29.13,0,93.41,154187,319964,-165777
2042-12,425094,15422,29461,6664,135835,137582,18358,38321,1038,1286,392.83,1,101.11,440516,366221,74295
2043-01,135612,23742,30173,7205,113636,62757,12027,21628,4101,844,49.73,0,117.61,159354,247426,-88072
2043-02,393621,19855,22211,12699,153763,114421,26017,7871,3053,1145,205.3,0,132.61,413476,336982,76494
2043-03,244069,21824,35596,9189,124824,65814,5448,25617,1302,3587,182.04,1,83.66,265893,266488,-595
2043-04,172336,34936,21001,6885,157591,93459,19173,26837,2769,1138,97.13,1,111.66,207272,324946,-117674
2043-05,477392,33448,44941,12439,136341,84136,20706,30971,1365,392,458.08,0,123.67,510840,329534,181306
2043-06,168946,27648,34014,5183,123596,98614,29942,29638,2119,1079,112.38,0,116.58,196594,320987,-124393
2043-07,112015,15324,40992,14812,95533,190857,23212,11346,4704,908,1.47,0,90.75,127339,376752,-249413
2043-08,466275,27006,43034,5518,89802,188518,22382,15770,4748,3703,148.82,1,108.14,493281,365024,128257
2043-09,269052,47177,36908,14929,166928,63609,16554,33242,2356,920,145.55,1,134.07,316229,332170,-15941
2043-10,485411,48486,32884,10119,89001,79896,16680,26130,1107,1222,413.54,1,98.04,533897,254710,279187
2043-11,129041,40057,22123,12883,194485,187107,24673,23525,1926,3930,107.6,0,129.19,169098,464796,-295698
2043-12,249404,14316,20111,8289,82585,204692,17916,37978,3387,984,36.25,1,113.09,263720,371571,-107851
2044-01,291497,29074,21111,6636,169637,121172,18613,8417,2774,1440,73.97,0,134.99,320571,345586,-25015
2044-02,498631,47728,31457,5861,81014,203566,9563,27412,2638,2141,212.51,0,104.98,546359,358873,187486
2044-03,181708,28682,29079,13613,84773,170139,27478,12708,4440,3463,5.46,1,117.24,210390,337790,-127400
2044-04,148325,40945,49360,14147,140938,206139,11016,24927,2407,2537,130.46,1,91.0,189270,446527,-257257
2044-05,435360,22907,45965,5943,121725,206432,5260,35758,4157,2061,187.7,0,99.26,458267,421083,37184
2044-06,249250,48626,41364,9034,84032,126379,20097,6538,3534,3945,102.62,0,98.44,297876,287444,10432
2044-07,305874,26456,37450,6595,138393,117250,20207,33132,1208,2799,218.41,0,145.26,332330,353027,-20697
2044-08,109713,28794,48979,9081,137540,109344,13502,30733,4433,3071,43.81,1,113.32,138507,349179,-210672
2044-09,242722,20403,28658,11119,95845,133498,27057,14366,4277,627,130.86,1,101.27,263125,310543,-47418
2044-10,128778,13216,37307,10938,161384,89915,25133,7080,3000,2303,125.23,1,87.09,141994,331757,-189763
2044-11,394768,41688,22362,6657,188228,123160,16055,24835,2553,1251,134.62,0,116.04,436456,381297,55159
2044-12,292603,27842,36263,9631,178486,201218,27561,27308,2758,3915,45.15,1,82.08,320445,480467,-160022
2045-01,213443,26239,30624,10198,145618,130821,29469,5194,3635,1719,69.34,0,115.13,239682,351924,-112242
2045-02,260990,25808,48123,10658,130970,190594,6621,38554,1832,2139,212.46,0,128.85,286798,425520,-138722
2045-03,193838,27949,38568,11875,162661,133707,26761,7403,1585,709,138.66,1,133.44,221787,380975,-159188
2045-04,337075,48000,25034,12488,180432,79371,7993,34799,4959,890,96.65,1,142.9,385075,340117,44958
2045-05,445245,42700,39604,6333,101919,170417,12054,26806,4572,1197,11.18,0,103.79,487945,357133,130812
2045-06,269519,22051,30960,9718,140130,78920,14638,32108,2531,3104,112.61,0,126.93,291570,306474,-14904
2045-07,162553,37356,29456,10465,83406,107737,26822,25413,1258,726,42.4,0,115.26,199909,283299,-83390
2045-08,387575,22502,25014,11938,81705,125200,28148,25965,1527,448,189.18,1,98.92,410077,297970,112107
2045-09,225018,30291,33913,13473,157801,113060,15032,12309,1793,2248,171.16,1,127.2,255309,345588,-90279
2045-10,190105,45119,39048,5039,162428,166342,18823,22685,1481,3692,149.26,1,124.34,235224,414365,-179141
2045-11,480757,22985,21992,11042,147091,86048,6226,8907,531,1060,987.33,0,88.08,503742,281306,222436
2045-12,123190,28841,23557,7062,195742,249680,24947,37918,1734,1058,136.28,1,130.45,152031,538906,-386875
2046-01,361159,40970,33941,7788,186699,104994,14273,34098,4652,1945,66.7,0,87.22,402129,381793,20336
2046-02,114885,20955,26779,8581,144318,227525,16768,34929,2318,3450,8.73,0,121.13,135840,458900,-323060
2046-03,367593,24129,25559,12675,149760,158751,12613,18935,4615,1501,85.57,1,86.74,391722,378293,13429
2046-04,439645,33557,26384,10462,143107,93814,9126,5483,3011,1954,180.96,1,89.24,473202,288376,184826
2046-05,351777,29010,38890,12827,119682,151400,26947,19713,3472,2224,119.22,0,141.2,380787,369459,11328
2046-06,149189,35314,33891,14427,120902,79980,17540,5576,2164,3027,19.18,0,148.95,184503,272316,-87813
2046-07,441522,33232,21075,14528,169178,118830,5022,19580,3503,830,175.75,0,108.24,474754,348213,126541
2046-08,435409,12886,25810,8998,128296,104827,19978,24165,3400,3183,89.62,1,130.31,448295,312074,136221
2046-09,302583,24848,26591,9546,165781,53814,15936,21233,4229,2562,80.65,1,124.0,327431,292901,34530
2046-10,299102,16229,44542,6521,131940,85473,12731,7559,2889,2814,183.96,1,133.04,315331,288766,26565
2046-11,228337,13594,34234,5102,129886,56042,25985,8199,4458,2144,35.88,0,90.12,241931,259448,-17517
2046-12,104426,32239,40528,13665,199266,211381,15605,31814,1378,2543,51.1,1,139.93,136665,512259,-375594
2047-01,251478,41132,48730,6794,186783,227251,13237,29975,3047,3417,105.65,0,133.25,292610,512770,-220160
2047-02,372057,18230,24254,12301,91822,92806,7536,34920,4014,736,103.36,0,94.74,390287,263639,126648
2047-03,302342,46900,28553,10185,146796,230927,26450,21646,2159,1542,126.0,1,108.49,349242,464557,-115315
2047-04,300522,30438,39055,7919,110130,50215,12302,8239,1678,2607,212.86,1,82.48,330960,227860,103100
2047-05,187321,47066,22020,10633,124748,172543,10310,29295,2164,568,86.73,0,107.4,234387,369549,-135162
2047-06,284058,46548,36100,14865,143117,119779,5941,30197,2430,1750,121.38,0,107.6,330606,349999,-19393
2047-07,470400,18196,21960,12592,165887,133175,14021,28710,4789,1246,155.15,0,80.36,488596,376345,112251
2047-08,226786,42771,30127,8245,95633,243295,11004,16244,4213,463,88.15,1,123.82,269557,404548,-134991
2047-09,243003,46245,26143,7590,91404,212317,25492,14704,1818,3633,172.21,1,105.08,289248,377650,-88402
2047-10,489794,30783,30479,11239,128374,98313,15232,31932,2959,3882,178.15,1,134.88,520577,315569,205008
2047-11,133043,47124,41211,14270,194325,106385,10688,20293,1145,3067,248.72,0,100.05,180167,387172,-207005
2047-12,125881,49150,37539,8669,155513,125618,8827,29513,4064,1511,11.35,1,94.52,175031,365679,-190648
2048-01,238120,33769,46107,13346,167297,164469,21828,15861,2327,2036,160.05,0,136.66,271889,428908,-157019
2048-02,316844,30605,49055,5115,120274,95461,13743,19212,2738,3257,119.0,0,84.39,347449,302860,44589
2048-03,483588,25640,35036,7630,142044,217060,13122,22840,1633,2396,257.56,1,114.77,509228,437732,71496
2048-04,188948,32891,45868,5247,116666,249644,5001,27827,1912,2915,41.09,1,92.13,221839,450253,-228414
2048-05,471785,30315,36524,9145,164760,237615,26014,25284,4350,1381,162.34,0,122.17,502100,499342,2758
2048-06,449543,12791,30207,5963,199208,238276,27688,29393,2627,2166,164.57,0,91.45,462334,530735,-68401
2048-07,320463,42308,44600,9140,192533,68573,6394,19533,1356,962,280.15,0,117.41,362771,340773,21998
2048-08,189996,33937,34489,7354,158585,223489,15419,13059,4136,1745,33.16,1,81.18,223933,452395,-228462
2048-09,185541,41681,39865,8603,143401,142769,9135,14802,1041,3523,167.99,1,97.24,227222,358575,-131353
2048-10,339844,11516,40644,11185,106037,113657,17721,32384,1774,2560,207.58,1,93.96,351360,321628,29732
2048-11,432539,33102,36901,6169,174187,228563,8011,14904,1438,2428,338.78,0,144.52,465641,468735,-3094
2048-12,177169,40605,39876,14346,144756,84023,26351,13904,1588,3464,143.17,1,83.37,217774,323256,-105482
2049-01,222831,13736,41464,9470,192124,127796,19899,32752,1672,690,77.83,0,142.68,236567,423505,-186938
2049-02,371255,22821,25333,14615,147026,140091,26834,11406,3760,590,105.24,0,123.83,394076,365305,28771
2049-03,380671,31083,21272,6842,110762,140830,12822,27660,3155,581,111.93,1,108.5,411754,320188,91566
2049-04,486449,18562,30554,6926,158785,131592,23017,6572,4570,1227,118.37,1,110.81,505011,357446,147565
2049-05,433347,37437,49380,13176,110421,204885,11645,26010,4171,3751,184.64,0,110.26,470784,415517,55267
2049-06,329287,37921,44003,13727,179524,63286,27368,17416,1763,2937,277.38,0,89.08,367208,345324,21884
2049-07,197450,33004,41208,8348,168153,169267,11358,8777,2297,3173,71.84,0,139.47,230454,407111,-176657
2049-08,224108,15629,22350,13752,110587,230028,6228,38519,2021,2579,127.45,1,124.64,239737,421464,-181727
2049-09,309163,44920,49507,11938,113507,182941,14469,18753,4673,2773,89.46,1,83.75,354083,391115,-37032
2049-10,395628,48957,45240,12352,154373,191627,20572,31324,2335,3999,137.46,1,97.58,444585,455488,-10903
2049-11,452125,21492,47087,12512,170457,83041,27274,36685,1455,2751,377.43,0,98.26,473617,377056,96561
2049-12,495419,39646,37275,14273,145697,58608,14888,31827,4455,420,129.19,1,94.44,535065,302568,232497
2050-01,308426,43846,44582,9296,173821,220806,14240,23319,4265,2773,118.75,0,128.86,352272,486064,-133792
2050-02,405361,14486,37822,6090,165813,147093,19837,30060,4025,2959,107.78,0,124.53,419847,406715,13132
2050-03,180321,32005,45886,12806,115427,113990,10155,21913,4513,3568,56.48,1,83.68,212326,320177,-107851
2050-04,429023,44023,39775,6801,165271,141944,26726,28990,1579,1275,310.71,1,133.77,473046,409507,63539
2050-05,166360,29210,28753,5200,193374,231207,11576,5122,2802,2787,129.35,0,97.99,195570,475232,-279662
2050-06,385136,43404,48654,14475,127196,80622,15889,17404,3672,3321,73.75,0,102.81,428540,304240,124300
2050-07,121907,14546,41340,9805,105194,90085,9918,10075,842,901,207.41,0,145.94,136453,266417,-129964
2050-08,363509,49095,27700,10214,110861,112407,11494,18829,4529,789,150.05,1,109.91,412604,291505,121099
2050-09,375426,30854,30165,6070,199271,212270,29510,19295,3761,926,49.01,1,139.68,406280,496581,-90301
2050-10,379807,45515,32539,13552,160435,247018,18405,34145,3195,518,75.22,1,119.37,425322,506094,-80772
2050-11,354076,29520,39571,9595,178794,218099,15878,7318,4880,429,30.22,0,115.69,383596,469255,-85659
2050-12,321357,41729,48224,5188,199826,92605,29358,15798,3839,651,114.06,1,149.36,363086,390999,-27913
2051-01,436149,29345,46870,11339,145045,164486,19456,35421,3204,1228,187.46,0,142.85,465494,422617,42877
2051-02,158935,43463,44025,11942,106662,224959,5197,39804,3030,3657,-13.22,0,104.84,202398,432589,-230191
2051-03,372483,17071,38188,5088,179113,63838,13907,24427,4319,3512,49.37,1,146.64,389554,324561,64993
2051-04,462383,49110,26249,7586,194871,178131,19296,24454,917,898,650.33,1,142.14,511493,450587,60906
2051-05,164255,14695,42332,6735,84180,173136,20670,35823,1521,3832,88.98,0,115.44,178950,362876,-183926
2051-06,373899,42745,23638,8034,99455,136431,25696,27684,1648,2232,264.4,0,106.01,416644,320938,95706
2051-07,436905,31026,47634,9623,181023,167661,17824,27636,4578,666,64.76,0,139.53,467931,451401,16530
2051-08,226422,49041,24393,11576,89214,150653,10367,17214,1394,3708,111.77,1,106.49,275463,303417,-27954
2051-09,476815,12388,29294,6712,190024,117593,17838,20664,2414,3062,169.82,1,143.82,489203,382125,107078
2051-10,116112,20904,30542,9862,185082,202847,25199,8528,1283,761,104.56,1,147.81,137016,462060,-325044
2051-11,489657,22994,46769,9449,123777,101733,12741,38384,4448,527,123.05,0,131.33,512651,332853,179798
2051-12,413823,22267,43788,12055,177893,238104,12610,38596,2860,3667,148.69,1,118.83,436090,523046,-86956
2052-01,137127,10675,31315,13224,135395,144078,16426,38093,3084,701,42.91,0,138.86,147802,378531,-230729
