Month-Year,Sales Revenue (₹),Service Fees (₹),Rent (₹),Utilities (₹),Salaries & Wages (₹),Raw Materials / Inventory (₹),Transportation / Logistics (₹),Loan Repayments & Interest (₹),Number of Orders,Customers,Average Order Value,Seasonality_Flag,Fuel Price Index,Total Income (₹),Total Expenses (₹),Net Cash Flow (₹)
2030-12,323453,25755,30185,5463,137712,92097,15201,11305,2705,3320,193.61,1,88.42,349208,291963,57245
2031-01,321885,47360,38478,13466,137086,227539,19597,11853,588,2117,564.75,0,124.7,369245,448019,-78774
2031-02,456804,13077,45895,9432,134713,53913,17561,34305,694,2010,680.87,0,85.28,469881,295819,174062
2031-03,174186,17221,49405,9167,98123,233087,12421,37491,4885,1031,51.03,1,109.15,191407,439694,-248287
2031-04,455750,18128,41664,9959,101193,212404,11430,9626,2941,1325,239.36,1,136.38,473878,386276,87602
2031-05,434261,12537,37098,10974,91365,148858,22539,28380,3289,921,81.93,0,104.42,446798,339214,107584
2031-06,378881,24340,37153,5834,102936,74747,27887,13809,1987,340,188.19,0,83.91,403221,262366,140855
2031-07,353102,30450,41057,7817,134996,126756,5451,11348,1050,1382,296.31,0,84.24,383552,327425,56127
2031-08,338981,32839,40213,8022,151056,182844,5112,39471,1200,3862,294.37,1,85.74,371820,426718,-54898
2031-09,384484,41109,43198,10018,152914,177312,9799,8998,2206,610,198.89,1,113.27,425593,402239,23354
2031-10,302822,32038,27954,13654,103826,201278,17133,20010,788,2786,367.14,1,115.09,334860,383855,-48995
2031-11,264584,38087,49416,9964,105460,70636,8702,19498,3168,2230,124.6,0,135.92,302671,263676,38995
2031-12,487754,20226,29369,6213,166807,191985,24545,32574,501,3055,854.35,1,103.15,507980,451493,56487
2032-01,266994,27926,37469,13972,145675,149469,12801,13015,1814,2221,98.77,0,112.93,294920,372401,-77481
2032-02,150916,44770,37111,12057,118090,184746,24238,10706,2841,2627,24.07,0,126.3,195686,386948,-191262
2032-03,341216,19685,39197,10312,120392,94185,25062,13393,3405,3849,33.46,1,135.38,360901,302541,58360
2032-04,281680,38937,39500,11438,109305,151580,28628,28595,1424,2350,233.1,1,131.99,320617,369046,-48429
2032-05,123258,49283,28738,6808,134106,134650,28094,22582,3738,3699,9.19,0,120.99,172541,354978,-182437
2032-06,394461,48456,39390,10039,193198,77965,20632,6782,2243,1649,193.86,0,87.16,442917,348006,94911
2032-07,447992,40238,27885,8336,198796,227707,5496,19499,2498,1034,112.76,0,132.61,488230,487719,511
2032-08,205732,35916,34190,5815,107554,136053,19171,36907,4124,302,89.04,1,99.74,241648,339690,-98042
2032-09,449221,12593,33776,7193,127886,249190,24057,10000,4764,3925,129.31,1,122.12,461814,452102,9712
2032-10,463303,41530,46653,9519,86029,140181,20425,13598,1818,2641,174.18,1,91.91,504833,316405,188428
2032-11,247990,16192,44855,8181,147866,172092,12477,35820,3834,1693,-0.31,0,147.85,264182,421291,-157109
2032-12,204992,38122,39803,12631,163058,145992,14439,6578,3580,2345,94.13,1,95.29,243114,382501,-139387
2033-01,145980,10445,46259,10623,184117,207701,19373,12176,1668,3308,64.73,0,83.77,156425,480249,-323824
2033-02,377377,38810,42466,11747,190287,99754,5462,17063,2259,1811,62.4,0,92.33,416187,366779,49408
2033-03,400884,16001,33080,14326,198805,236312,22737,36392,2259,3988,122.53,1,115.72,416885,541652,-124767
2033-04,199073,41071,46067,6986,127750,140729,29118,13645,2213,2654,-16.95,1,92.89,240144,364295,-124151
2033-05,486692,40098,23365,14168,125925,88684,24003,25021,4308,2614,124.93,0,119.17,526790,301166,225624
2033-06,308108,30678,46319,5025,189702,195097,15015,33382,4960,2317,46.71,0,96.87,338786,484540,-145754
2033-07,350864,10895,48639,12838,81259,177873,18433,28619,4317,2502,66.78,0,125.3,361759,367661,-5902
2033-08,384950,18274,25536,13554,115061,220337,21073,22638,3204,2543,38.79,1,96.1,403224,418199,-14975
2033-09,385858,11810,44671,13763,160433,180349,6334,15604,3604,2893,95.84,1,119.84,397668,421154,-23486
2033-10,176126,18513,24200,12165,173458,68260,17170,5936,4566,3265,19.88,1,80.29,194639,301189,-106550
2033-11,231952,25988,45288,9248,98757,226257,25706,6869,3476,1594,25.81,0,141.35,257940,412125,-154185
2033-12,487460,47436,49756,12612,180757,141409,23906,32803,1102,1160,496.22,1,118.48,534896,441243,93653
2034-01,412790,21508,31029,12428,178704,166702,13392,38439,1091,3134,380.14,0,127.51,434298,440694,-6396
2034-02,153309,11233,35564,14511,187836,80499,17844,9189,4660,3359,36.29,0,93.05,164542,345443,-180901
2034-03,209362,16624,26643,9642,91909,97423,27106,27741,3248,1777,67.17,1,118.45,225986,280464,-54478
2034-04,212782,15846,22894,14859,132232,63962,10443,29035,3815,1263,31.08,1,106.4,228628,273425,-44797
2034-05,464998,19055,34651,7368,146410,220315,5492,26293,3603,2564,69.96,0,134.08,484053,440529,43524
2034-06,176215,39179,46593,14383,112683,206218,25183,19768,1874,2263,91.84,0,125.01,215394,424828,-209434
2034-07,214413,48189,33903,9849,99161,218358,12978,36832,2989,1210,136.8,0,95.45,262602,411081,-148479
2034-08,358321,44090,46493,12359,183957,101122,14927,26591,3691,3856,106.67,1,119.28,402411,385449,16962
2034-09,112777,14514,48911,14009,179104,142855,16436,7935,541,1682,239.86,1,93.74,127291,409250,-281959
2034-10,270205,15211,40277,7432,184051,76157,11889,6881,3388,707,19.91,1,86.39,285416,326687,-41271
2034-11,354905,23982,41857,10890,163720,215064,5699,25592,3710,2873,37.51,0,87.12,378887,462822,-83935
2034-12,473219,23511,31340,9078,165627,85049,15125,37638,4116,3165,107.4,1,83.69,496730,343857,152873
2035-01,275927,46757,27225,5565,156681,156088,20788,27948,975,774,267.96,0,81.04,322684,394295,-71611
2035-02,299418,22168,44790,9524,142555,114198,5817,23508,2726,1987,192.52,0,133.59,321586,340392,-18806
2035-03,205024,45522,44496,6608,179541,224605,11688,35020,1836,1643,32.23,1,142.18,250546,501958,-251412
2035-04,401670,11715,35741,14195,198913,133768,24188,22986,4735,3942,60.6,1,137.13,413385,429791,-16406
2035-05,159118,36063,24319,12344,137783,179834,6714,17036,4486,790,83.59,0,87.42,195181,378030,-182849
2035-06,333533,10192,29424,5110,162620,81848,19800,35993,3169,2033,131.96,0,128.35,343725,334795,8930
2035-07,462187,21700,37890,9111,111145,119169,15992,25016,769,3531,521.91,0,126.75,483887,318323,165564
2035-08,353124,48570,30092,9991,84835,67731,13792,21042,2527,3997,204.39,1,144.56,401694,227483,174211
2035-09,442551,46973,28336,6560,92371,132115,16640,28983,1791,1134,314.78,1,118.95,489524,305005,184519
2035-10,196719,39204,33539,13259,92998,205315,26575,27154,2130,3883,146.6,1,128.8,235923,398840,-162917
2035-11,206990,27914,44827,12109,181366,155874,14543,5204,1435,2867,57.6,0,84.67,234904,413923,-179019
2035-12,377055,40092,47413,9723,125791,95502,18248,6490,2735,3243,106.64,1,115.67,417147,303167,113980
2036-01,351580,20355,40782,12725,100601,165227,25296,32361,3284,3775,60.8,0,118.26,371935,376992,-5057
2036-02,123206,42616,41704,11747,188976,224658,17594,18867,1862,1759,68.43,0,145.97,165822,503546,-337724
2036-03,214706,36875,32813,10052,155328,200620,19739,27682,1678,777,168.35,1,145.03,251581,446234,-194653
2036-04,203512,31090,35667,7210,162115,197872,17845,12688,1739,583,183.29,1,108.89,234602,433397,-198795
2036-05,141977,40337,32987,9614,83068,241793,16871,22423,3399,2193,123.93,0,110.88,182314,406756,-224442
2036-06,226914,26641,47028,12126,114596,170128,13642,23170,2026,3924,137.75,0,128.6,253555,380690,-127135
2036-07,293439,20299,25695,8853,158328,106441,12184,10983,2255,3798,59.79,0,80.45,313738,322484,-8746
2036-08,114185,42110,45919,11494,187052,241756,25894,37378,4112,2025,-68.68,1,141.85,156295,549493,-393198
2036-09,341304,45827,37448,8769,179480,181150,19196,30628,3080,1075,172.42,1,92.75,387131,456671,-69540
2036-10,223334,26432,45507,13592,132626,144812,15500,13606,2510,3868,80.95,1,105.79,249766,365643,-115877
2036-11,431579,30656,30151,7854,93522,114062,15439,32950,3306,1364,24.81,0,80.69,462235,293978,168257
2036-12,231075,43210,48113,9787,80768,180630,26547,17851,1282,1121,187.96,1,111.06,274285,363696,-89411
2037-01,235742,21873,43852,14928,146626,144489,14301,23413,4854,3975,35.27,0,140.22,257615,387609,-129994
2037-02,246071,47387,24329,8219,113125,241424,22475,26945,4142,2345,15.7,0,97.32,293458,436517,-143059
2037-03,247653,30306,35781,5560,84102,58259,14917,27109,4093,1996,56.16,1,80.91,277959,225728,52231
2037-04,460896,21940,36612,8008,172800,236950,18611,12045,4504,2997,161.93,1,137.09,482836,485026,-2190
2037-05,382765,27685,49767,10781,183095,92592,5566,16536,1381,1911,337.54,0,105.18,410450,358337,52113
2037-06,492488,24410,47933,12089,158131,75670,27516,32279,2284,3480,276.32,0,102.41,516898,353618,163280
2037-07,338662,17898,40268,13033,175566,128923,15394,9101,755,2334,503.6,0,122.21,356560,382285,-25725
2037-08,344395,27908,30430,8691,173580,163656,18971,5310,766,667,397.34,1,129.66,372303,400638,-28335
2037-09,305579,35894,33760,13151,164127,167231,14984,21837,969,868,267.79,1,93.27,341473,415090,-73617
2037-10,490614,37155,30351,6437,176574,81683,8932,12465,1386,1779,349.18,1,110.87,527769,316442,211327
2037-11,263325,11522,28879,8012,176412,83429,14807,7113,2628,1713,59.39,0,132.23,274847,318652,-43805
2037-12,202950,17377,32993,9107,123927,88747,11182,39101,1359,1499,217.15,1,109.14,220327,305057,-84730
2038-01,268533,32425,31419,6854,93847,128123,25139,8371,1483,951,194.32,0,116.18,300958,293753,7205
2038-02,290651,21472,39648,14421,182710,76622,7646,25140,3557,1422,34.88,0,148.51,312123,346187,-34064
2038-03,365492,13283,26718,11267,185803,178845,5143,23477,2165,1899,165.02,1,120.87,378775,431253,-52478
2038-04,164980,47240,40746,13164,164566,231466,9554,23624,4723,2685,23.41,1,112.68,212220,483120,-270900
2038-05,173630,30221,22614,11400,161319,56798,19122,7667,4493,943,78.06,0,93.57,203851,278920,-75069
2038-06,275357,37608,27241,13365,137142,190367,7385,7773,686,1939,446.54,0,134.98,312965,383273,-70308
2038-07,234969,36647,48323,10915,194507,226296,8977,30691,2644,2129,13.89,0,91.95,271616,519709,-248093
2038-08,344953,40830,27775,13699,110782,137740,10182,7690,1667,2961,196.73,1,147.69,385783,307868,77915
2038-09,171554,35489,42601,9500,174869,56845,29166,27469,4177,2687,52.46,1,138.24,207043,340450,-133407
2038-10,230220,12438,25950,9266,195829,227206,5282,11208,3265,2761,85.09,1,133.09,242658,474741,-232083
2038-11,132672,21117,22837,14205,191632,65176,15530,29673,981,3350,116.64,0,136.62,153789,339053,-185264
2038-12,383691,19517,23813,6305,146813,61674,14190,16503,703,3872,453.47,1,105.47,403208,269298,133910
2039-01,375372,19299,45398,5059,140399,146929,23010,19056,2535,1023,132.13,0,115.47,394671,379851,14820
2039-02,258827,31226,35820,10084,133364,156513,16633,21945,4092,1785,191.76,0,109.06,290053,374359,-84306
2039-03,499164,26243,23434,14133,90514,62469,13880,15875,827,3984,659.97,1,116.68,525407,220305,305102
2039-04,235208,26140,48034,8099,125364,112101,13080,25886,3271,561,56.07,1,125.53,261348,332564,-71216
2039-05,372073,37741,48942,14037,90690,104522,25570,24707,3296,1591,194.13,0,93.45,409814,308468,101346
2039-06,262314,39895,37070,12460,133115,229639,16751,26436,3586,322,29.6,0,129.99,302209,455471,-153262
2039-07,261129,26357,45826,11738,151735,158247,10886,36425,3964,755,86.04,0,91.36,287486,414857,-127371
2039-08,225850,40707,37414,5520,96531,216090,27157,33026,1844,625,175.89,1,113.54,266557,415738,-149181
2039-09,301700,11248,40309,14587,134899,222073,24539,26809,2065,696,150.93,1,87.9,312948,463216,-150268
2039-10,294837,18294,43999,13622,169338,195581,9726,31712,4017,3102,77.6,1,92.68,313131,463978,-150847
2039-11,482604,45682,35780,6669,87281,59356,9493,33500,2048,1659,269.17,0,138.15,528286,232079,296207
2039-12,466600,45321,39601,9400,138603,190138,21647,11514,3850,626,105.65,1,112.93,511921,410903,101018
2040-01,149146,15548,36377,8597,188947,75498,22714,37722,3641,2739,52.31,0,132.27,164694,369855,-205161
2040-02,341350,42678,27739,7479,179918,71051,17903,16812,4854,1959,-2.74,0,124.6,384028,320902,63126
2040-03,442909,23144,28961,12054,126056,95839,18035,7527,3855,926,123.52,1,111.44,466053,288472,177581
2040-04,326774,17868,31031,12486,171743,207906,17409,5314,670,2129,576.54,1,147.96,344642,445889,-101247
2040-05,448758,45225,39711,14517,170160,134989,22555,30996,2422,3873,138.7,0,115.08,493983,412928,81055
2040-06,285391,36971,35956,14535,136848,177924,27549,35601,3146,1586,108.95,0,99.25,322362,428413,-106051
2040-07,341553,22070,36464,5540,129004,145964,13507,15257,1345,2343,286.4,0,101.32,363623,345736,17887
2040-08,183348,21630,24950,13964,131779,184941,11778,27552,2919,928,105.03,1,110.09,204978,394964,-189986
2040-09,405891,39615,25753,5818,185611,161003,9814,22823,2367,1694,168.59,1,145.09,445506,410822,34684
2040-10,374339,16574,47859,5503,126550,56576,26437,31971,654,1288,569.73,1,139.96,390913,294896,96017
2040-11,469391,36127,34777,14532,151651,116980,22811,22932,850,2619,586.01,0,137.99,505518,363683,141835
2040-12,400129,26121,27294,9185,195547,131996,16541,30441,3046,532,116.23,1,108.94,426250,411004,15246
2041-01,142027,48983,29913,9847,156191,67870,8317,17903,2283,2601,119.52,0,91.2,191010,290041,-99031
2041-02,364647,41220,41946,5182,97775,195725,24482,25097,1460,3822,300.85,0,136.11,405867,390207,15660
2041-03,446029,14102,38928,5727,150987,111001,19314,12778,1487,3287,326.99,1,85.53,460131,338735,121396
2041-04,168950,36519,49093,9899,126634,220000,9606,33744,3984,1019,-75.7,1,115.71,205469,448976,-243507
2041-05,156832,48601,48033,6425,156102,64121,16071,18768,2465,2485,27.15,0,90.72,205433,309520,-104087
2041-06,197436,17681,41677,7429,165585,128306,29780,35140,4400,2088,4.51,0,117.02,215117,407917,-192800
2041-07,146257,21745,48776,14444,81411,159081,24952,27968,1542,1505,55.29,0,95.39,168002,356632,-188630
2041-08,124892,26109,31238,14108,132064,192091,24779,18058,1374,1967,97.23,1,94.91,151001,412338,-261337
2041-09,205543,39151,38442,5736,162640,70437,21195,35331,4068,2552,1.68,1,110.09,244694,333781,-89087
2041-10,328901,35988,23516,8723,180259,110195,17596,34943,4493,3838,3.71,1,131.53,364889,375232,-10343
2041-11,239348,17998,29768,7789,145828,161992,24998,16629,1746,555,113.08,0,118.15,257346,387004,-129658
2041-12,210689,48807,29524,10671,81457,112961,11075,27413,2715,1946,90.16,1,118.13,259496,273101,-13605
2042-01,474315,36415,28807,8520,134306,81883,18236,17618,1030,2856,458.6,0,101.98,510730,289370,221360
2042-02,422158,34174,49896,5846,185636,199669,23501,35335,2560,2998,170.05,0,112.2,456332,499883,-43551
2042-03,177404,33354,22167,11595,98615,204268,11826,35863,4680,2792,68.0,1,104.15,210758,384334,-173576
2042-04,483499,38201,28018,8850,189152,126079,27648,6775,3265,540,257.45,1,119.18,521700,386522,135178
2042-05,407439,28596,46611,13505,130845,142774,21815,28357,4531,2529,54.86,0,92.8,436035,383907,52128
2042-06,356897,32056,35530,9933,114002,144062,7336,27045,1650,2570,127.44,0,93.97,388953,337908,51045
2042-07,194433,12980,31465,7888,140689,105686,27402,5533,1192,2697,164.88,0,141.77,207413,318663,-111250
2042-08,191613,28578,35273,11482,157772,65815,8877,32716,2490,3615,108.78,1,121.88,220191,311935,-91744
2042-09,254601,16360,40900,11607,83366,87278,20779,27711,2778,1798,124.71,1,133.99,270961,271641,-680
2042-10,427357,40501,32947,12672,106448,198478,22826,12459,3790,2737,144.1,1,144.74,467858,385830,82028
2042-11,394597,33263,27563,7835,172420,64978,22288,8535,3417,966,131.5,0,96.56,427860,303619,124241
2042-12,150084,27838,40929,14070,180980,161614,16601,32497,800,498,163.23,1,115.24,177922,446691,-268769
2043-01,414219,27313,35640,5210,82020,74340,20209,21804,3858,3777,81.09,0,133.04,441532,239223,202309
2043-02,354461,49922,23167,13378,188360,246026,24851,31467,3391,3419,196.68,0,84.72,404383,527249,-122866
2043-03,167987,29130,45194,13468,177972,172554,17630,38330,4108,3406,-26.96,1,147.84,197117,465148,-268031
2043-04,365005,46826,42544,7829,199589,197037,8270,18456,2725,1289,120.21,1,139.51,411831,473725,-61894
2043-05,404983,41196,31470,12601,124251,72644,20392,31386,3256,2168,132.98,0,135.72,446179,292744,153435
2043-06,192308,28296,31410,10808,102233,200606,7990,19963,1924,1646,97.85,0,114.93,220604,373010,-152406
2043-07,326019,45638,27295,6355,88333,163458,18851,13052,4919,1702,192.07,0,139.2,371657,317344,54313
2043-08,454073,41072,42941,8720,162609,183043,25867,17657,2375,1248,230.51,1,110.04,495145,440837,54308
2043-09,359583,18970,20719,5518,188632,168155,9791,26772,2104,1595,54.43,1,93.87,378553,419587,-41034
2043-10,107978,41509,39764,14928,164716,140851,19965,12585,4263,1388,37.59,1,128.34,149487,392809,-243322
2043-11,139343,31830,34468,6259,152907,237875,14159,31698,1730,2882,70.11,0,134.63,171173,477366,-306193
2043-12,245350,35775,30180,11388,109457,120758,22740,37077,3966,3281,74.53,1,113.31,281125,331600,-50475
2044-01,318793,21828,32902,5508,122668,242210,25838,8574,1500,3394,276.92,0,95.6,340621,437700,-97079
2044-02,226736,14308,26504,13047,102873,196100,5254,6754,3723,3589,41.96,0,124.79,241044,350532,-109488
2044-03,384037,38009,28068,7534,162946,186601,7414,32090,3118,516,23.24,1,91.17,422046,424653,-2607
2044-04,356515,18336,33912,7609,168364,147166,17438,30816,4202,3761,103.03,1,85.38,374851,405305,-30454
2044-05,193857,31397,48221,13279,104440,210234,9841,35744,4110,448,39.98,0,135.21,225254,421759,-196505
2044-06,325082,38086,29751,10254,106267,210841,18219,18109,3933,686,88.82,0,118.99,363168,393441,-30273
2044-07,405139,17858,26061,5834,107197,191474,16445,21280,1930,1948,195.58,0,82.74,422997,368291,54706
2044-08,343295,41279,30964,14855,110121,165008,29423,32225,4490,2721,132.36,1,121.61,384574,382596,1978
2044-09,227972,37650,29329,7218,119462,66889,13013,30393,1648,3012,208.95,1,128.87,265622,266304,-682
2044-10,136376,40943,24526,11586,131393,110775,5491,33531,3426,1267,-28.11,1,131.96,177319,317302,-139983
2044-11,477200,40975,29779,8975,127473,205997,13913,36894,1425,1910,423.01,0,132.95,518175,423031,95144
2044-12,403319,36744,43820,8333,194162,233388,25184,12472,2316,2978,228.67,1,130.35,440063,517359,-77296
2045-01,251616,43156,31929,12941,101395,194401,16458,8649,1465,465,111.34,0,131.93,294772,365773,-71001
2045-02,303290,48326,34831,6489,193210,119199,20646,14891,577,587,479.35,0,135.01,351616,389266,-37650
2045-03,187959,34387,43933,7253,104908,66340,29754,14651,3589,1332,100.2,1,87.52,222346,266839,-44493
2045-04,181072,36834,41497,13061,116113,115312,22244,6507,926,2366,166.8,1,101.92,217906,314734,-96828
2045-05,487241,38546,31771,9184,109272,167945,23705,35657,1966,3984,209.11,0,133.18,525787,377534,148253
2045-06,103040,26018,43345,14200,155120,56041,27458,17356,1715,1686,134.33,0,118.11,129058,313520,-184462
2045-07,335085,24630,49177,14920,186091,199319,18825,31524,4776,3616,3.63,0,93.72,359715,499856,-140141
2045-08,180322,44636,35695,5073,198332,132628,16375,30802,1387,409,172.96,1,119.57,224958,418905,-193947
2045-09,114512,34724,25469,11783,136735,172676,12758,17103,1259,2664,108.22,1,141.14,149236,376524,-227288
2045-10,211311,41903,21898,5601,157457,102804,28179,35253,1889,2221,157.3,1,149.56,253214,351192,-97978
2045-11,465902,49637,22680,10959,157859,55825,21939,37191,598,3969,821.4,0,113.78,515539,306453,209086
2045-12,243632,38873,46456,14671,194726,106474,6252,34699,1808,3951,152.39,1,88.61,282505,403278,-120773
2046-01,269403,46554,41094,6066,96506,60619,27889,6938,4201,444,61.82,0,140.45,315957,239112,76845
2046-02,132949,21737,20274,7095,142592,220326,22851,32980,666,2909,154.66,0,125.26,154686,446118,-291432
2046-03,443256,16367,20153,9263,85598,124624,19472,19872,3979,3648,168.15,1,114.59,459623,278982,180641
2046-04,479575,22056,21705,8707,155694,211651,6064,27086,2484,2517,234.37,1,100.58,501631,430907,70724
2046-05,473242,28524,43073,9667,132255,156708,17398,12170,1605,1706,281.19,0,123.58,501766,371271,130495
2046-06,354976,34092,48061,13077,133742,120852,28042,17082,683,2511,487.72,0,90.53,389068,360856,28212
2046-07,296203,29198,43270,6265,171340,143987,5671,24955,2369,545,33.03,0,100.25,325401,395488,-70087
2046-08,188875,37507,41018,5337,142202,174731,21153,29441,1342,1626,157.62,1,142.33,226382,413882,-187500
2046-09,185079,31916,22691,11991,110134,195824,25486,14241,4623,823,-5.6,1,116.43,216995,380367,-163372
2046-10,206173,41493,20245,12796,193055,76320,18261,36106,2672,3811,79.33,1,140.79,247666,356783,-109117
2046-11,335061,10527,34115,11663,114726,186126,26696,26588,3793,3188,98.74,0,110.72,345588,399914,-54326
2046-12,101938,36502,25542,14405,99745,134948,26422,15630,4960,1938,71.11,1,98.69,138440,316692,-178252
2047-01,311012,24101,24512,8104,87474,200952,10583,33413,4246,3152,15.19,0,137.95,335113,365038,-29925
2047-02,324990,20910,20345,5582,179993,57951,9742,17424,1485,2362,255.37,0,82.13,345900,291037,54863
2047-03,165417,25034,47166,6387,148969,137772,27702,35786,3326,1571,56.2,1,117.74,190451,403782,-213331
2047-04,145021,46133,26658,7030,88392,109513,14882,31927,650,3590,208.76,1,90.0,191154,278402,-87248
2047-05,297972,48126,22061,12646,170968,108483,7446,12231,1892,835,121.17,0,139.19,346098,333835,12263
2047-06,191512,22270,44475,13225,197399,193271,5421,38464,1574,2767,149.05,0,128.59,213782,492255,-278473
2047-07,287353,36249,39127,10589,130830,129153,13426,25357,858,2223,344.06,0,137.74,323602,348482,-24880
2047-08,231076,23211,44012,10857,80756,107404,16374,26383,1302,697,135.83,1,96.59,254287,285786,-31499
2047-09,378777,12684,26131,5633,172143,186791,13961,7311,1947,1964,126.77,1,142.02,391461,411970,-20509
2047-10,117467,24896,48098,5853,106503,163250,25890,37101,2746,3892,51.36,1,149.97,142363,386695,-244332
2047-11,428032,31923,30845,10432,159296,182013,28688,23152,3265,3706,71.1,0,122.97,459955,434426,25529
2047-12,256941,19679,32257,10082,162517,248507,23569,32560,2929,2067,112.21,1,133.56,276620,509492,-232872
2048-01,366901,19835,39827,5685,101219,122785,18376,39457,2457,1296,134.68,0,137.57,386736,327349,59387
2048-02,262255,29158,33990,12380,131328,215920,20757,17287,2196,3253,27.08,0,143.37,291413,431662,-140249
2048-03,414266,19840,44404,6234,102693,130012,17791,30404,4988,2319,166.25,1,149.61,434106,331538,102568
2048-04,154902,36769,30921,11449,98983,81865,18818,10156,2423,2693,94.51,1,118.61,191671,252192,-60521
2048-05,464293,44901,23797,9091,157282,170426,8113,38730,1310,2493,315.11,0,122.55,509194,407439,101755
2048-06,171827,37393,37631,8841,152475,199748,16372,9592,1697,3247,97.32,0,127.61,209220,424659,-215439
2048-07,270632,16976,28928,7442,83710,109549,20638,28723,3823,3414,125.58,0,104.21,287608,278990,8618
2048-08,493141,28324,21632,11320,164065,203022,14247,33772,1351,2924,284.63,1,102.62,521465,448058,73407
2048-09,385475,27143,30079,11625,117271,108744,13153,20262,3284,664,159.26,1,145.78,412618,301134,111484
2048-10,266066,16206,28155,12787,170776,86235,29093,37982,1942,3029,132.82,1,127.66,282272,365028,-82756
2048-11,211756,48083,42667,5761,171866,124559,14902,14445,4222,1539,37.83,0,132.74,259839,374200,-114361
2048-12,352470,19562,21434,6743,92077,124530,18429,6106,3616,2114,95.66,1,84.34,372032,269319,102713
2049-01,145432,32407,22120,12597,148096,160677,10160,5595,4340,3060,-39.27,0,143.15,177839,359245,-181406
2049-02,289017,18541,34892,8064,97062,94946,6363,18853,2199,331,194.71,0,147.32,307558,260180,47378
2049-03,192947,30128,29820,9526,86111,165667,7143,30887,3711,3197,26.53,1,104.08,223075,329154,-106079
2049-04,298958,25688,26706,9942,152953,236272,23194,31117,3018,2896,62.68,1,115.21,324646,480184,-155538
2049-05,248752,40718,39237,8614,172924,178575,11247,23764,834,3126,246.19,0,91.74,289470,434361,-144891
2049-06,204153,11617,30237,9769,113741,110664,28528,9508,4112,715,70.44,0,134.06,215770,302447,-86677
2049-07,488934,46491,24208,14272,132420,246510,15020,33475,2005,2150,249.19,0,143.85,535425,465905,69520
2049-08,358379,47634,37293,7108,105556,100140,28215,31580,2336,1492,265.0,1,108.77,406013,309892,96121
2049-09,392775,16987,22316,14686,85022,237760,26093,19471,910,2938,388.89,1,149.47,409762,405348,4414
2049-10,452482,47699,37185,14665,179804,122116,26790,11886,1399,1779,394.6,1,107.37,500181,392446,107735
2049-11,415453,38565,24781,10391,124111,105398,10399,13125,3985,3056,167.86,0,126.56,454018,288205,165813
2049-12,262480,41991,46976,13408,170124,162182,13012,35810,984,911,279.35,1,131.68,304471,441512,-137041
2050-01,250451,46550,20435,8617,97058,111332,22495,39449,1909,2487,167.47,0,107.21,297001,299386,-2385
2050-02,455434,21851,33453,11915,80619,201800,19700,17992,1677,3644,317.96,0,118.06,477285,365479,111806
2050-03,308004,17720,21507,6901,96185,140976,29251,15825,2702,1161,171.95,1,83.89,325724,310645,15079
2050-04,394897,40860,49880,7569,117907,103210,8325,19523,4375,862,49.91,1,149.23,435757,306414,129343
2050-05,174023,29861,26580,8147,124984,151529,15404,6255,4132,1411,55.53,0,128.19,203884,332899,-129015
2050-06,122867,28202,28730,11826,133806,203822,24813,14060,1578,1890,93.91,0,126.03,151069,417057,-265988
2050-07,305702,21653,20269,7365,115550,134251,15511,5752,573,3550,514.22,0,111.25,327355,298698,28657
2050-08,136240,39118,20691,10286,187870,153064,15468,25032,4993,3409,23.81,1,115.98,175358,412411,-237053
2050-09,292218,48096,46579,13575,89523,215546,7569,7296,1357,361,176.3,1,140.44,340314,380088,-39774
2050-10,464056,47720,31475,6355,172735,181955,5927,31515,835,1288,556.5,1,97.19,511776,429962,81814
2050-11,375829,34646,31461,14203,165036,100127,8386,14912,2943,601,155.01,0,88.92,410475,334125,76350
2050-12,222743,36747,47489,7255,179930,102773,24081,27623,4942,1876,69.24,1,113.05,259490,389151,-129661
2051-01,475112,32506,26246,14019,160483,143788,27749,7003,573,1989,845.81,0,131.72,507618,379288,128330
2051-02,381916,46511,47073,14233,91728,146836,12730,30846,2600,671,189.83,0,133.97,428427,343446,84981
2051-03,445970,38760,26391,13153,199202,217166,14877,14071,806,1097,607.62,1,121.57,484730,484860,-130
2051-04,320958,46776,21309,14054,103545,216435,8444,38610,4428,2528,120.48,1,108.94,367734,402397,-34663
2051-05,299656,27391,36501,13137,199115,217266,21022,28415,667,1665,450.33,0,91.05,327047,515456,-188409
2051-06,267770,31946,47913,6392,165794,113827,18272,16447,1665,865,153.9,0,80.13,299716,368645,-68929
2051-07,122327,42591,30777,6324,151922,75294,12019,15753,4733,2454,-67.75,0,111.59,164918,292089,-127171
2051-08,138711,32136,49912,6558,189806,140989,20187,8372,921,659,152.55,1,110.42,170847,415824,-244977
2051-09,216223,27596,34684,13801,155325,140827,14496,21490,3871,1367,100.23,1,124.95,243819,380623,-136804
2051-10,449545,40435,27018,12970,199179,81543,7019,19179,4967,3546,82.06,1,104.7,489980,346908,143072
2051-11,385760,48977,38458,9439,96087,134679,15921,34280,663,3964,605.5,0,95.28,434737,328864,105873
2051-12,186889,38697,34981,14938,120152,134442,9796,29480,2496,1415,151.24,1,140.08,225586,343789,-118203
2052-01,342916,37720,25759,12654,161516,130138,20088,15886,4880,1879,123.42,0,82.26,380636,366041,14595
